username,review,calificacion
Carla Medina,Ha bajado la calidad en la comida. El consomé algo salado y la carne fría. Además los costos son un poco altos en relación cantidad y precio,2
Elizabeth Lopez sanchez,"Me encanta, solo que hagan más pan. Nunca alcanzó",4
Denys Arellano,Servicio muy lento y estaba vacio,3
fernando benavides,Una de las mehores sucursales que he visitado. Solo que muy aislada,4
María Guadalupe Soto Maldonado,"Excelente servicio, el lugar es muy agradable y la comida sabe muy bien.",3
Oswaldo Reyes Ortiz,"La comida y el servicio excelente, el gerente paso a preguntar si todo estaba bien y si se nos ofrecía algo más, recomendado para un buen desayuno en pareja o familia.",4
DANTE DARKNESS,"La atención del personal, la calidad y precio de sus alimentos lo hacen una buena opción",3
Josh G,Tardaron más de 30 min en atender muy pésimo servicio,1
Bertha Elrna León,Personal muy atento y se come muy bien,3
Lupita Mata,Aquí te atienden muy bien y es el toks que menos hace esperar ya sea por turno de entrada o bien en el servicio,4
Claudia Aviles,Muy bueno,3
MaFer Sanz,"La atención un poco lenta, les pedimos la cuenta como 4 veces y la cajera fue grosera",2
CARLOS RAZO,Exelente servicio gracias,4
David Cuevas,Un buen lugar para ir en grupos a pasar un buen rato disfrutar de un buen sándwich mediterráneo y una buena bebida un café con azúcar moscabada,3
Alfredo Trocino Chanez,Muy malo el servicio Las meseras no están atentas de la mesa Comida buena pero no sirve de nada si el servicio es malo,2
Leticia Amuchastegui,"Se come sabroso. Es un muy agradable, al igual que su personal.",4
J Jorge Hernandez 25,A diferencia de otros toks este cuenta con un personal extraordinario muy buena atención,4
Elizabeth Abarca,La comida es muy sabrosa el lugar es muy agradable el personal atiende bien a veces falta un poco de ventilación el menú Es muy variado es más conveniente asistir a esta sucursal keala de joyas ni ala de basílica por la atención Aunque el estacionamiento no es gratuito el menú de las promociones de comida es Excelente muy económico,4
Angelica Monsalvo,"Siempre me ha gustado mucho Toks sobretodo el de la villa, muy buena atención y la comida también, se los recomiendo!!",4
LaSoul Sánchez,Muy buena atención buena comida un poco caro para mi gusto pero todo bien,4
jesus salazar,Buen trato y buen menu,3
daniel zavala,Buena ubicacion. El personal muy atentó y facil de facturar,4
Liliana Delgado,Muy buena atencion,3
LUPITA RUIZ,Muy rica comida,4
Isabel Sandoval,"La gente no es tan amable, en especial la administrativa, que decepción",1
Carlos Villa Ordóñez,"La comida y el servicio ha mejorado mucho en la cadena, recomendable sin dudarlo",4
Pedro Alvarez,Mal servicio por parte de la mesereada,0
Carlos Gonzalez Torres,Mi lugar preferido para un rico capuchino,4
Fabiola,Es un restaurante agradable tanto en las personas que acuden a él como en la decoración y con buena atención por parte del personal.,4
MariaEugenia MartinezMarquez,"Muy buen servicio , está muy rico todo , además está muy limpio solo que creo que deberían de callar a las personas (en especial niños) ya que gritan y no les dicen nada pero lo demas perfecto",4
julian fuentes,Excelente,4
Alejandro Figueroa,Buen lugar. Excelente servicio pero muy limitada su carta en desayunos,3
elena cano,"Buena comida, servicio atento, precios acorde a lo que se recibe. Muy a gusto el lugar.",4
Inocente Patricia Paniagua Zavaleta,"Tranquilo,cómodo,buen servicio,amplio estacionamiento.Te ofrecen lavado del carro mientras comes y lo dejan muy bien.Un buen lugar para platicar.",4
Yola Alvarez,Muy buena atención.,4
Jesus Goríbar Hernandez,Una super atención y gran limpieza,4
Victor Ramirez,Excelente sitio. Buena comida y servicio excelente.,4
FRANCISCO JAVIER ZARAGOZA NAVARRETE,Agradable ámbiente,3
JONATHAN BERNALDEZ R.,"Tienen un buen concepto de servicio a clientes, tod@s te atiende amablemente y con una sonrisa. Muy bien por este Toks. La comida muy buena tambien, todo el lugar esta muy limpio y comodo.",4
Raquel Escobedo,Muy buen servicio meseros super atentos guau,3
Nam Nam Bulu,"La comida ha sido regular por varios años el servicio bueno los cajer@s muy mal.. Lo que si es de admirar es el servicio del señor ISRAEL tantos años y sigue manteniendo su nivel de servicio, realmente admirable felicidades Israel",3
Judith Garduño,La atención es buena y la comida bien,4
Sony Serrano,"Comida de regular sazón, precios regulares, eso sí, buen servicio!",2
LIZBETT GUTIERREZ ROBLES,Clásicos de siempre!! Pidan caldo ranchero es mi favorito!!,3
Libreria Cristiana Pan De Vida,"La verdad. Excelente servicilo, muy buen sabor de los alimentos.",4
Raúl Bojorge Diseño Sonoro,"Buen servicio, solamente falta calidad en las bebidas y mejorar la sopa de fideo",3
Miguel Angel Moreno,La comida y servicio del lugar es muy recomendable,4
Margarita Valadez,Buena atención!,4
Noela ncm,Siempre como rico en Toks... Lo único malo... No había agua en los baños...,3
Alberto Marquez,Un poco caro pero vale la pena de los mejores restaurantes en la zona norte sobre todo sus chilaquiles y el platillo sabrosita,4
Suemy Marlene Hernández Ake,Muy buena la atención y la comida estuvo muy bien .,4
Antonio Pizaño,Buena comida,2
Alfredo Ponce,Esta un poco elevados los precios en algunos platos. El clericot es rico en este lugar.,3
Carlos Reyes,"Excelente trato, tranquilo y buena comida.. muy recomendable, además buen café y pasteles frescos!!",3
Isabel Mejía,Muy servicio y calidad de siempre,4
Joaquin Torres,Buen servicio.,4
Norma Elena Paz Sanches,Buena atención,4
Luis Plata,"Increible sabor de los platillos, el servicio de igual modo es muy bueno.",4
Angelica Ceron Gutierrez,Buen servicio,4
Rocio Huerta,El servicio de la mesera Blanca Gutiérrez es muy bueno y cordial. Pregunten por ella al llegar ,3
Ada Elvi Reynoso,Hay meseros simpáticos...,3
Rosaura Vazquez,Excelente servicio asi como el sabor de los platillos,3
Sara MARTÍNEZ,"Buena comida pero la atención es regular. Meseros lentos y el fin de semana hay que esperar más tiempo para que asignen mesa, y después para que te sirvan.",2
Amalia Florida,Dan buen servicio y los alimentos de buena calidad!,3
Amigosa Amigosa,Muy rico todo siempre no muy caro! Buena atención y ambiente familiar,3
Miguel Ángel Ramírez García,"Al llegar en automóvil, es confuso saber cuál o donde está su estacionamiento. Sobrevalorado.",2
Ana Maria Ortiz,"Buen servicio, atentos, está dentro de Soriana, el estacionamiento está techado, también hay sucursal de Banamex y Serfin y el HSBC esta enfrente Hay cajero BBVA, HSBC, Banorte",4
Abraham Espindola,Excelente lugar para comer ,3
peter rodriguez,El desayuno no estaba bueno y tardan mucho en sevir,1
Ricardo Rubalcava,"Excelente lugar, agradable sobre todo para desayunar",4
Joaquín Leyva,Me encanta su sopa de tortilla.,4
Elia Martinez,Muy familiar buena atencion,4
gfam29,Recomendado big cake chocolat,4
Francisco Gonzalez Belmontes,Buen servicio,3
Princesa Amanecida,Buen servicio,3
Julieta Monter,"Excelente ambiente y atención, el chicharrón de arrachera super recomendable! La vendedora Lucía de lo mejor que tiene el restaurante",4
Rafael Cordova,"Buena atencion ,limpio anbiente tranquilo bien preparados los platillos",4
ERNESTO GUTIERREZ,Muy buena atencion,4
Mayra Amador,"La comida deliciosa, lo malo que no tienen espacio para juegos para niños",3
Ismael Benjamín Arias (innbennted),Muy buen servicio y atención,2
Jose Carlos Alvarez,Lugar tranquilo para trabajar con un cafecito,4
Francisco Sosa,"Excelente servicio. Limpio, y la comida estupenda",4
Phyl Gc,Ya no son tan tardados ,3
David Zuñiga,Exelente servicio como siempre un detalle estube en el Toks de Av central por el metro musquiz mala atención pésimo servicio deberían poner atención en la cadena,4
Alejandro Avila Vargas,Muy buenos los alimentos y la atención!!,4
ENRIQUE CAMARILLO,Muy buen servicio buena comida y a buen precio y el café bueno muy bueno si lo recomiendo,3
Daniel Aguilar,"Buen servicio, muy atentos todo el personal y muy eficiente en horario con mucha gente",4
Alberto lopez,Buena atención,4
Adrian Mora,Excelente servicio,4
Fernando Hernández,"Muy buen servicio, amables y rápida atención.",3
Karina De la torre guillen,"Pésimo servicio de la mesera, es la segunda vez que vamos a ese toks y la última",0
Diego IH,Muy buena atencion sin duda es el mejor toks q he ido buen trato muy atentos los meseros,4
Fc Javiercito Ortiz,No me gustó llegar del estacionamiento por que tenemos a una persona discapacitada y el soriana tiene bolardos en la entrada y no pasan las sillas solo eso,2
Ale MdeO S,El servicio es bueno pero la higiene de los baños muy mala,3
Jessica Lissete Gómez Muñoz,Me gustan los platillos y es excelente punto de reunión para entrevistas y trabajo. ,3
Susana Brun,"limpio y comida buena, las combinaciones de agua excelentes",4
Mabel Balmaceda,"Siempre amable trato, comida de calidad y atienden super rápido!",4
Guadalupe Diaz,Es muy bueno el servicio a los clientes por parte de todo el personal que trabaja en el restaurante,4
martha elias resendiz,"Buen servicio de parte de quién labora ahí,se pasa un momento agradable.Me gusta mucho.",4
José Luis Cortés Juárez,Lo considero un lugar bueno de comida rápida con muy buen café y platillos,3
Alex Vargas,Buena comida.,3
Alma Diaz,Excelente atención. Delicioso menú y muy delicioso. Gracias.,4
Jose Francisco Gonzalez,Te urge algo no pretensioso y aceptable buena opción,2
Plutarco Lezzama,"Buena atención, la comida tarda un poco pero se compensa con el trato.",4
Claudia Venado,Amabilidad y rapidez ,4
Hector Hernandez,Comida rica y abundantemente con un excelente servicio muy amables y están pendiente que necesitas lo recomiendo ampliamente,4
Alberto Del Río,Muy bueno,4
Alfredo Carrasco,"El estacionamiento no pertenece directamente al Toks, aunque la atención muy buena.",3
Ademir Claudia Aguilar Soperanez,Buena atención y precios modicos,4
Adalberto Santa Cruz,Muy buena atención,4
Alberto Alarcon Morales,Comida equilibrada...excelente presentacion y sabor..instalaciones de primera,2
Arturo Garay Trujillo,Buena atención 0,3
LUCIANO DURAN,"Buena comida, excelente atención y buenos precios",4
Sony malvaez,"Servicio muy bueno, solo que es hasta las 11pm",3
Araceli Medina,Muy limpio buena a atención,4
Alejandra Romero,"Buena carta, precios y personal. Gracias x ser flexibles con los q somos vegetarianos!",3
George Jobal,"Excelente atención. Y el menú está muy variado, el chesecake de lo mejor de esta cadena.",4
arina miyara,"Todo el personal muy amable, excelente servicio, muy recomendable",4
Carlos Ramirez,"Comparte la calidad de los Toks, sin embargo el personal te atiende amablemente. Buen lugar para reunirse a tomar café",4
Guille Hijar,"Me gusta muchísimo, platillos muy ricos...y su atención para uno como cliente es de primera...",4
YAZMIN LOPEZ MARTINEZ,Excelente servicio,4
Sara Vazquez,"La carta siempre es la misma, no hay algo nuevo..",2
Rosa Linda Guerrero,mal servicio por parte de la mesera,2
JAVIER REGALADO GONZALEZ,"Excelente servicio, buen ambiente, bien atendidoams, velocidad, calidad y sobre todo una buena sonrisa :)",4
Francisco Sanchez Cruz,"Buena calidad e higiene en alimentos. Servicio y atención muy buenos, tal vez ayudó el que llegase a las 7:30 horas.",4
Sergio Cruz Guzman,La sopa de tortilla es deliciosa!!,4
cgarza,Muy buena atencion y muy ricos sus platillos,4
Gabriela Torices,Excelente servicio,4
Juan Manuel Cosmes,"Excelente servicio, su comida muy sabrosa sus aguas frescas muy ricas y variadas Felicitaciones al chef y a todo el servicio",3
Esteban Fuentes,excelente servicio,4
Enrique Contreras,"La atención excelente, la comida de lujo deliciosa,plato abundante y buena presentación. Total=felicidades,por favor sigan así, no hagan cambio.",4
julio palacios,"Caro! Antes servían mejor, el servicio de vendedoras, malo, la cajera muy linda persona.",2
J PN,Personal amable y comida muuy rica. Amé la arrachera y el té chai,4
Alicia Josefina Avila Reyes,No tiene juego para niños!!! Bien iluminado y con suficientes pantallas de TV,3
Valvulas Hermanos Cuevas VC,Un lugar muy agradable para una buena platica y un rico cafe,4
Alicia Torres Sandoval,Me agrada el ambiente.,3
Xavier Garcia,Muy agradable el lugar,3
Luis Véliz Madera,Es un lugar muy agradable y el trato al comensal es excelente,4
Teresinha Chavez,"Lugar tranquilo, ideal para compartir una taza de café con pastel mientras charlamos",4
Natividad Flores,Muy bueno,4
Leticia Lezama,Tardan un poco para servir,2
Fratore TR RY,Extraordinario el personal increible.gracias por la atencio tan esmerada,4
Ezzuri Zugriv,Un agradable sitio y buena comida para deleitar el paladar.,3
Genaro Ballesteros,Es muy limpio,3
estefani cardona,"Toks es uno de mis lugares favoritos , de verdad lo recomiendo mucho.. a la fecha ha habido un cambio muy bueno.",4
César J. Ponce,Buen servicii y ricos platillos.,4
LEILANY CANO,"Me gusta ir a desayunar con mis amigas, es un sitio web el que te atienden bien, sin mucha gente y un ambiente muy agradable",3
Beto,La comida está buena ne general pero la mesera que atendió muy mala actitud aventado los platos,1
esperanza labra,Mi gusto cómodo tranquilo y buena comida volvere,4
El villano reventon elfin,"Lugar cómodo, buena comida, gran estacionamiento, buen precio, sin ruido, ideal para platicar o hacer negocios discretos.",3
la hora buena shavos,Excelente atencion y la comida de primera. Muy rico,4
Natividad Emma Sanchez Hernandez,"Siempre se come rico, y su atención es excelente",4
Janoy Guatepozo Parra,para comer o tomar un cafecito,2
Elba Gutierrez,Fuimos a este lugar por una emergencia y me sorprendieron los nuevos platillos y la calidez del servicio! Muchas gracias,4
alberto lorenzo horta,"Bonito lugar, gran remodelación y buena comida y atención",3
Pedro Alvarado,MAL SERVICIO LA MESERA NO TE DA AZÚCAR Y NO TE VISITAN HASTA QUE TE DAN LA CUENTA,1
Francisco Hernandez,Muy aceptable y buena ubicación.,3
jesus granados garcia,"Nada es perfecto, probé pozole y al grano le faltaba cocción,y sabor al caldo,pero tienen muy buenos platillos como las enchiladas a dos moles, y buen atención de los meseros",3
Norma Olmos,"Me encantó, aúnque se me hace caro.",4
Tu Biombo . Com,Rico pero se equivocan al servir los platillos y llevan uno por otro,2
Aida Boze,Mal servicio. Más de media hora de espera y los alimentos no tan buenos en los desayunos. No regreso al menos a desayunar,0
antonio cabanzo,Excelente servicio,4
Ricardo Morales,Muy buen lugar para comer y tomar café,4
Oscar Villegas,MUY BUENA ATENCIÓN,3
Silvia Cordova,"Muy bien servicio, atención, muy agradable.",3
Noe Fabian Buendía,Muy agradable lugar,4
Juan Medra,Bien mientras no sea seguido,3
Juan Ramon Bailon,"Por muchos años he sugerido un cambio en la música, que no permite tener una estancia agradable al 100 %. Hay una gran variedad de música selecta para un espacio de comedor. La música en que destaca la batería se vuelve molesta al oído. Por…",1
Marco Siliceo,Me gusta el lugar,3
Sofia AQUINO GARCIA,La atención es esmerada y la comida la sirven calientita y con excelente presentación.,4
Deborah Gallegos Manila,Excelente servicio,4
Ssf Cometa,Bien servicio,3
Fernanda Gómez,Muy tranquilo. Muy buena atencion al cliente y la comida esta rica y bien servida,4
Jorge Eduardo Ramirez,Excelente servicio y el desayuno delicioso,4
valentin ramos,Me gustó mucho,4
WIS LOYO,Muy buena atención y excelente sabor de los platillos,4
Lizbeth Ortigoza,A mí me encanta ir a este lugar!,4
Fernando Arrieta G,"Excelente lugar para llevar a toda tu familia, amigos y compañeros del trabajo.",4
Heiker Segura,La cómida es buena. Pero le falta un poco más de sazón,4
Bere AvEn,"Es muy limpio, los empleados amables y el servicio es muy rápido",3
pedro sauri,"Si van desayunar pidan qué los atienda isis, itzel",4
David Hernández,Una atención super muy ricos alimentos,4
Victor Gonzalez,Excelente servicio y rapido con mucha tranquilidad lo recomiendo,3
Michael Valle,Es muy limpio exelente servicio,4
El Canal de Autos MX,Excelente lugar,4
Martha Patricia Contreras,Me agrada éste Toks por su atención.,4
Demian Blogs,La comida está muy rica,4
Gregorio Vazquez Rodriguez,Excelente atencion. Ademas la renovacion del lugar te da una estancia muy agradable.,4
Rosa Maria Guerrero Almaguer,Todo bien sólo muy escondida la entrada,3
Dragon Valdez,Buen servicio,4
Alejandra Pacheco,"Muy tranquilo y muy buen servicio, dentro de plaza con buen estacionamiento.",3
Judith Estevez Ramirez,Comida rica y lugar agradable para ir con la familia.,3
TEXTURARTE RAZA,"Buen servicio,rápido y un lugar limpio.",4
Edoardo E. Maciel Roldán,El toks tiene buenos desayunos. La atención es buena y el costo es accesible,3
Cristina Diaz,"Se come bien, atentos los meseros",4
/transporte humano.,Muy buen servicio. Cierran a las 12:00 AM.,4
Daniel De Lucio,Servicio un poco lento,2
EDGAR MUÑOZ MORALES,Excelente Servicios,4
Claudia Gurrusquieta Olguin,"Después de esperar siglos, cuando por fin nos tocaba pasar, la gerente Rocio "" no nos vio en la lista"" y pasó otra mesa grande...y solo dice: ""lo lamento no los vi en la lista"" y no puedo parar de la mesa a los que ya pasé, cómo es…",0
Guadalupe Aguilar,Buen ambiente,4
Olivia Rodríguez,Agradable lugar buen servicio y platillos sabroso bien presentados,3
Hortensia Romero,Me gusta este lugar por muchoa años,4
Francia Brito,Me encanta disfrutar un café americano con una rebanada de pastel de chocolate,2
jotgeluis kokilin007@yahoo.com,Mucha limpieza precio acorde un poco difícil la entrada a personas con silla,3
Healthy Blast Group,Atención amable,3
San Osorio,Muy buen servicio.,4
Leslie Andrade,Excelente servicio y los platillos muy ricos. Deberían de aprender los demás restaurantes del servicio que dan en Toks,4
Lucy Hernandez,"Un lugar agradable, limpio y de buena comida",4
Claudia Patricia Martinez Martínez,"creo que he tenido mejores experiencias en ese lugar, hoy particularmente me dejo un mal sabor en cuanto a servicio, nos hicieron esperar una hora por los alimentos y la calidad tampoco fue la mejor",3
Sel D,Muy buen servicio,4
Silvia T Arce,Excelente servicio y la comida estuvo deliiciosa felicidades,4
Jose luis Ugalde,Bueno,4
Jair Alfonso Perez,"Me gusta este toks en particular, la atención del personal es excelente.",4
Roberto González,"Para varear, está bien",3
edgar sare,Muy bien,4
roberto andree juarez orea,Es un buen lugar para comer y disfrutar de la comida y un buen rato,4
Juan Carlos Venegas,Servicio practico y buen lugar en general a un precio accesible,3
Otto Arre,Bonito establecimiento para el consumo de comida. Buenos desayunos.,4
Juan Pablo Ceballos,Muy buen servicio,1
Dana Moran,Muy bien atendido.!,4
jesika perez,"Quedó min la remodelación, pero no hay tanta variedad en platillos y los costos son un poco elevados",2
Kevin Galarde,Sabor de hogar,4
Artemis o,Super servicio,4
SA SA,Siempre el servicio es excelente,4
Maria Luisa,Exelente atencion y se come rico,4
Guadalupe Torres,Buen servicio,3
David rangel,Le falta sabor a su comida,2
Miguel Orbe,me gusta la comida y el servicio .,4
Francisco R.,Buen lugar cuando no hay gente ,3
Paola Carmona,Excelente atención al cliente,4
María del Carmen Padilla,Buena. Falta personal de meseros.,3
Moises Rueda,Buen sazón,4
Miguel Campdera,"Excelente lugar pero es una estupidez que no acepten américan expres, buenos platillo excelente servicio",4
Jose Luis Gallo,Excelente atención y sabor delicioso,3
María Elisa Vázquez Campos,"El servicio excelente, desde quien te recibe, hasta el cajero. Los platillos deliciosos.",4
Gloria Santa Hernandez Gonzalez,"Muy buena atención, deliciosos los platillo y un lugar agradable",3
Marifer Villela,Gran lugar para ir a tomar un café o un alimento,3
Eduardo Gutiérrez,"Lugar para pasarla bien con los amigos, la comida no es mala",3
Rosario Mendoza,La comida y la atención de los meseros es muy buena,4
alicia torres sandoval,Buen lugar!!,3
Lolis Perez,En este lugar sirven comida mexicana elaborada con los mejores ingredientes a temperatura correcta y sus aguas del día son muy frescas!!!!,4
Revansens,"El mejor de todos los TOKS, pero no pidan orden de Tocino que te dan dos miserables tiras -.-",2
Joel Del Valle Ortega,Excelente servicio,4
Rene Barrera,Sigue bien....,2
Iris De Dios,Por segunda vez tuve que salir del lugar porque nadie atiende después de 15 minutos de espera.,1
Ricardo guizar gallegos,Muy bien,2
Rodrigo López Carmona,Me gusto el servicio,4
Aerolineas Continentales,Buen lugar,2
Wendy Maximo de la Cruz,La.comida muy rica y la atención es excelente y los precios intermedios,4
Grace Torrez,"Me agrada es un lugar tranquilo limpio, y cordial, su atención excelente",4
RAIM MX,La comida excelente y la atencion super!,4
Juanita de la Garza,Es un restaurante te atienden bien nada el ordinario,2
Estela Guevara,"La atención es pronta y buena, amable y tolerante, la comida buena",3
ROCIO ANDUAGA,Buen lugar,4
Jose Luis Cisneros Acosta,Excelente servicio,4
Miguel Angel,Buen servicio,4
Rosy Garcia,Siempre me dan un magnífico servicio,4
ISAAC MEDINA,MUY RICO Y EXCELENTE SERVICIO,4
Xdry Xrrxktby,Muy rico,4
M en Geog. José Luis Hernández G.,Buen lugar para cenar!! Las hamburguesas están geniales,4
lina morales,Muy rico,4
Ismael Torres,"Muy rico, recomendable",4
Alberto Morales,Super exelente servicios,4
Felipe Augusto Torres,"Excelente servicio y ubicación, estacionamiento justo y adecuado.",4
Paco Espiniella,Excelente servicio,4
Karla G,Amplio estacionamiento. Buen servicio,3
Ruth Mares,"Es un lugar acogedor,los meseros muy atentos y el servicio rapido",3
Fernando Gutierrez,Excelente lugar para comer o tomar se un café,3
Silvia,"Excelente servicio, muy rico todo",4
Laura Gonzalez,Todo bien,4
Juan Carlos Toledo,Hola buen servicio los alimentos muy ricos,4
José Luis Gómez Rosales (JoseLuisFitness),Excelente lugar para comer y convivir en familia,4
jorge morante,Buen servicio,2
Ricardo olvera,Buen servicio.,4
Patricia Gonzalez Velasco,Excelente lugar,4
Jose Rosas,"Buen servicio, los molletes están muy sabrosos.",4
Jose Lopez,Buena atención,3
Omar Amador,Buen servicio,4
david rodriguez,Buen servicio,3
javier chavez tapia,Buen lugar,4
Ady Fragoso,"Excelente servicio, comida muy rica, en tiempo y forma... ",4
Ana Rosa García Valencia,La comida estuvo deliciosa y el servivio estuvo excelente.,4
Gerardo Salvador Mendoza Leyte,Excelente lugar para tomar alumentos,2
Luis Garcia,De mis favoritos,4
Nick521 “Nicky” Bond,"Servicio rápido, la ""mayoria"" del personal atento, platillos chicos",2
Miguel Romero Viquez,"Una vez mas, muy buen lugar para combatir el hambre .....mi cadena preferida de restaurantes....",4
Gabriel Aldama,Buen sazón,3
Jose Manuel77 Mendoza Servin,Excelente lugar,4
Chivis Mnkda,"Lugar tranquilo, servicio excelente, comida a tiempo y rica.",4
Ángel M,Muy bien el cambio del menú lo hace diferente a la competencia..,3
alfredo aguilera,Excelente servicio,4
Ivos MF,"Es un lugar agradable, los alimentos son frescos y bien elaborados.",3
Inquisitor Savior,"Buena ubicación y buena atención, definitivamente recomendable",4
Daniel Aguirre Camarena,Muy buen servicio y sabor,4
Blanca Rosa Contreras,Su comida muy buena y bonita restaurante,4
Jatziba Garcia,Solo es un problema lo de la cortesía del estacionamiento,3
Annii Hernandez,"Me encanta, la comida deliciosa, y buena atención",4
Gerardo Lamberto,Buen servicio,4
Marcelo Campos Ortega,Excelente atención,4
Carlo Nayar Carrillo,Opciones para veganos,4
impacto espacios,Bueno para comer,3
maria luisa avila lopez,Buen servicio,3
Pato Becerra,Buen servicio,2
Elizabeth Zamudio Cazarin,Buen servicio,3
Miriam Jaramillo,Excelente servicio,4
Daniel Camarillo,Muy rico.,4
ARTRICENTER ATIZAPAN,Es muy tranquilo,2
Jose Miguel Gonzalez Arellano,"Bastante agradable, la comida muy buena y el servicio excelente, muy recomendable",4
MIGUEL DIAZ,Alimentados frios,2
Telebachillerato noventa y cuatro,"Limpieza, buen sazón, excelente servicio y buen ambiente.",4
Marichelo Gómez,Amable atención y comida sabrosa,3
felipe granados,Bien servicio,4
Laura Lopez,Buen servicio,4
Jorge Alvarez,Buen servicio,4
Jacinto Vega,Buen servicio,4
Miriam Peña,Es muy caro,3
Adrián Reboreda Martínez,Comida tan buena como la de cualquier Toks. Se puede llegar en transporte público y se encuentra cerca de un par de centros comerciales.,3
JOSHILDEF GONZALEZ,Buen lugae,4
Marinita S,Buen servicio,4
Veronica Arevalo,Excelente servicio y menú muy variado,4
Joe O,Buen servicio,3
Mario Arias,Buena comida,3
Miguel M.,Muy discreto,2
Gabriela Hidalgo,"Me encanta, buena atención, limpieza y platillos riquísimos",4
Antonio Luciano,Hay una mesera que es muy grosera,2
Paola Velázquez Palacios,Rico los alimentos,3
Xochitl Gomez,Buen lugar,3
Anel D,Me gusta este lugar es acogedor,4
jorge alberto vargas rodríguez,Rápido y limpio,3
Paola Cruz,Excelente servicio,4
andres estrada,Agradable ambiente,4
Arturo Riquelme,Buen servicio,4
Erick Santoscoy,Excelente servicio,4
Manuel Bautista,Los platillos al menos la norteña de almuerzo no es bueno pues no saben manejar los términos de la carne,0
Fernando González,"Excelente servicio, platillos muy variados y sabrosos.",4
Gilberto García,"Cómo siempre, platillos muy ricos y variados. Los chocolatines sí tienen chocolate!!",4
Emmanuel Villegas,Comida Rica,4
José María Lopez Bermudez,Muy buena,3
Izzie Bee,Excelente atención,4
George Dabdoub,Yo no he ido a Toks en años,0
Enrique Moya,"Bastante caro para lo que es, por ese precio hay restorantes con mejor comida.",1
Victor Manuel Ruiz Hernandez,"Buen servicio, atención.",4
Enrique Arretche,Excelente restaurante (comida y servicio),4
Raul Netzahuatl Jimenez,"Buena atención, agradable estancia, aunque los precios son algo elevados",3
Jacobo Giacoman,El café estaba bastante insípido. Muy buena atención.,4
Hugo Caballero Novara,lugar trsnwuilo para una buena platica,3
Jorge Rendón,"El lugar es agradable, y la comida muy buena.",4
Pablo Alberto,Los postres son ricos y muy grandes,4
Alberto Contreras,La atención es de primera.,4
PARIS SAUCEDO,"Atienden rápido,buen trato , acude pura bastobiza",2
MARIO CHIMAL (ACAMARCHI),Muy bueni,4
María Eugenia Guzmán,"El servicio es bueno ,los alimentos regular ,la preparación y la calidad no es muy buena",2
s&m moon,Rico y tranquilo,4
José Luis García,Muy rico,4
Ciqui Linares,Buen sabor de los platillos,3
jose labrador,Rica la comida.,4
Alma Ramirez,"El servicio amable, y rápido",4
Nitza Arreguin,"Está bien ubicado, servicio regular",3
angel santiago,Excelente,4
DR. ACM,Muy bonito lugar su personal excelente,4
Carlos Santana,Chido,3
Alejandra Paz,Excelente,4
Adrian Castro,Falta más disposición a las vendedoras a diferencia de las sucursales torres y fortuna,3
fernando ortiz,La comida exquisita,4
Jose Torrealba,Rica comida y buen precio,4
