username,review,calificacion
Xiu Coatl Instructores,Buen servicio,3
Christian Cuapio,"Buena ubicación para quienes viven en el sur, con una buena atención y medidas ante el Covid, su comida es buena como las que caracterizan a Toks.",3
Lisset Aguilera,"Me gustó bastante la comida, precio accesible. Tienen medidas sanitarias.",4
Angie Yoya,"Justo afuera del toks en el estacionamiento, robaron la batería y la computadora del coche y no se hicieron responsables de nada......pero eso si cobran la cuota completa del estacionamiento con el sello son 3 horas y por UN MINUTO DE MAS se pago 27 pesos .....obvio nada comparado con lo que se tendrá que pagar por lo del coche ",0
Antonio Sedano,Muy bien el servicio y los alimentos .....,3
Faustino Mijangos,Excelente servicio. Muy buena atencion y los platillos muy sabrosos.,4
Georgina Solis,"Muy buen servicio, todo muy limpio y agradable",3
Dick Muñoz,"Cuidado!!! Que triste, Soy cliente muy habitual de la cadena. Me remito a mis otras observaciones de muchos otros restaurantes y este comete…",0
Vajoreb,"Buen servicio, el menú por lector QR o pedir sobre la carta, lugar limpio y preocupado por las reglas de prevención aunque en esto el error que tienen es que no señalan la entrada y salida",3
Maria Luisa Jimenez Santana,"Club Sándwich deli, deli, café  bueno.",4
Armando Luna,Menú aceptable.,3
F Val Fi,El personal atento y amable. Buen servicio.,4
ASERETH HERNANDEZ,"Muy bueno el menú y lo más importante rápido servicio y muy limpio, bien organizado, muy recomendable ",4
Nay Perez,"Atienden rápido, los chilaquiles no muy buenos. El resto recomendable",4
Pili Vasconcelos,"Me gustan los alimentos, el servicio es bueno, solo poco sonriente",3
Paola Aguilera,Muy rico. Cómodo y respetan el cupo de personas.,4
Lucero Escalona,Muy cómodo y el personal muy amable eselente la Comida muy Rica y asesible,4
karina Cruces,"Toks adentro de la plaza zapamundi con un menú de comida muy bueno, con precio desde los 129 hasta 199, muy bueno!!! El agua de horchata riquísima.…",4
Brenda Reynoso,¡Excelente servicio y calidad! Muy recomendable está sucursal ,4
Alejandra Geronimo,"Seguridad sanitaria al máximo, deliciosa comida.",3
ironmanuel 77 Esquivel,Este. Cuenta. Con una terraza. Súper súper agradable está está de 10,4
Lou Ruiz,"Excelente atención, lindo lugar y muy amables!!!",4
Isabel Arredondo,Exquisitos desayunos restaurante muy limpio con todas las medidas sanitarias,4
Adelita Gonzalez,Excelente servicio y cumplen con las medidas sanitarias necesarias. Gracias!!!!,4
Santiago Chacón,Perfecto! Sitio muy agradable,4
Juan Carlos Mendoza Zetina,Muy agradable en compañía de mi familia!!! Muy rico los desayunos!!!,4
Pedro Díaz,Alimentos bien . Precios caros.,3
María del Pilar Paz,"Platillos preparados con ingredientes frescos. Raciones suficientes, buen sazón. Precios razonables.",4
Leonel Eduardo González Pisceno,"Su malteada de fresa es natural muy rica, sus platillos sabrosos, solo el café muy cargado. Tiene área de videojuegos.",4
angel gerardo velazquez gomez,Gran atención y muy sabroso,4
David García,"Un poco lento el servicio, pero excelente trato y los alimentos bien preparados",4
JUAN CARLOS Anc,"La atención maravillosa mis respetos para las señoritas meseras, los costos exagerados, para las porciones que dan.",2
Patricia Hannidez,Siguen al pie de la letra el protocolo. Puedes pedir comida para llevar. Limpio el restaurante,4
Gloria Gea,"El joven que nos atendió, Rodrigo Arroyo, muy gentil",4
Magnolia Vive,"Muy rico todo desde que cambiaron al chef, recomiendo enchiladas Toks y chocolate caliente.",4
Rosana Velasco,Muy buen servicio,4
Allets A,"Considero que es de las mejores sucursales de la cadena, cuidan bien la higiene, su comida es buena y la atención muy buen. saludos",4
Viridiana De Lucio,Simplemente lo amo!,4
Jose Alfredo Cid del Prado Monroy,Martes de almuerzo al medio día DISFRUTANDO de un ambiente tranquilo,3
Chaber,"Como todo Toks, muy limpio y ordenado. En este Toks en específico me he encontrado con mal servicio por parte de los meseros. Tuve que hablar con el gerente y resolvió el problema asignando un mesero más amable y atento a mis necesidades.",2
Ale Rodriguez Coach e influencer,"Deliciosa comida, excelente servicio y muy buena calidad en platillos y todo.",4
Nancy Nan,La comida aceptable pero exageran en los precios no me gusto,2
Antonio Sierra,"Media hora esperando, me traen un platillo que no es, me dicen que es de la cena!!! El peor toks de la ciudad…",0
Lisseth Zuñiga,"Buena atención tienen todas las medidas sanitarias, ahorita hay varias promociones y todas deliciosas, aquí si encontré la concha con romero y me gustó tiene un toque diferente, todos los platillos muy frescos y de buena calidad, están…",4
Pepe Muñoz,"Buena atención ,muy limpio,medidas sanitarias adecuadas,jardineras muy bien cuidadas.",4
Cynthia Tovar,"Excelente compañía, excelente negocio, excelente servicio!",4
SUP MAU,"Buen lugar para comer, la comida rica, también con las medidas de sanitización antes de entrar ",3
Yoshiro Luna,Medidas óptimas de seguridad e higiene. Buenos alimentos. Excelente atención.,4
Betzabeth Loza,Es muy amplio y las mesas de comensales muy separadas. El servicio y comidas muy buenos,4
Joaco V D Hdez,"Bien por Toks. Ubico mesas en la parte de afuera del restaurant , como está en la plaza zapamundi y la forma en que lo hizo parece una extensión del mismo. En la parte interna se respeto la sana distancia entre mesas y mantienen el lugar…",3
Antonio García,Mi té se tardó XD,2
Andony Paz Zepeda,Muy limpio cómodo y rico,4
Claudia Corona,Muy bueno,4
Javier Suarez,Buen servicio,4
Edgar Navarro,Todo bien. Limpio y atención inmediata.,4
Carlos Diaz,Rico y económico si pides en paquete. Caro si pides por menú,4
Neri Ska,Fueron muy rápidos y el sabor de la comida fue excelente,4
Gabriela Sanchez,Muy rico todo  y buena atención,4
Juan Enrique Leos Gottdiener,Muy buena atención y buen sabor de la comida.,3
Virginia Peza,Muy rico y bien presentado el menú del día,4
Carlos Becerril,"El servicio es atento y amable, hay distancia entre comenzales para seguridad y confianza ante está pandemia.",3
Miguel Angel Ramos,Un lugar muy amplio y muy buena atención un estacionamiento enorme siempre hay lugar,4
Manuel Carlos Lopez De La Rosa lorm,La carne exquisita buen vino todo riquísimo recomendable la atención excelente.,4
raul acevedo,Cómo siempre una comida muy rica,4
Chelita Villela,"Muy bien atendida por la Srita en la recepción y el chico que nos atendió en la mesa muy atento su nombre es José Luis fue a la hora de la comida, me gusto el servicio afuera, gracias",3
Anastacio Perez,Buen lugar y buen servicio,3
Arturo Butron,Buen servicio y trató del personal,4
Claudia Ferralb,Buen servicio,3
Adriana García (gadri),"Muy limpio el lugar, respetan los protocolos de sanidad, excelente atención de parte de los trabajadores, gran variedad de productos en su carta,",3
Laguna Leonardo,Bueno Mucha gente,4
Modesto Eslava O,Muy mal el servicio,0
Ana Luisa Hernandez Trejo,Bien servicio,4
Alejandra Vilchis,"Un lugar perfecto para comer o cenar, trabajé ahí y es una gran experiencia poder servir y dar todo para sacar un buen servicio",4
Alan Estevez,"Agradable ambiente familiar, buena atención, los platillos, en general, están bien preparados y las porciones son de buen tamaño. Sin embargo hay ciertos platillos que dejan un poco a desear.",3
Erick Gm,El pescado thai delicioso y el pay de queso fresa con vaso leche fría la gloria papus,4
Gabriela Alcala Miranda,Súper bien¡¡¡ siempre me ha encantado su comida y servicio..... sugiero chequen más seguido los baños,4
Wilfrido Temujin,"Buen servicio de meseras y recepción, buena comida, precio elevado.",3
Gamos gmail,Tienen paquetes de comida muy rico a buen precio!,4
Clementina Perez Galvan,Muy agradable,4
David Sanchez,Buen lugar,3
Mindy Bowerman,Comida riquisimaaa,3
Gaviota G,Buena atención rápido y muy sabroso,4
Guillermo Medellin Gonzalez,"Pésimo servicio, Ordene un asado mixto que al empezar a consumir tenía un pelo blanco, me pidieron disculpas y no acepté consumir algo más. Me cobraron el platillo y al salir del establecimiento y pasar por la cocina observo que el Chef no…",0
Marianna Ruvalcaba,"Servicio poquito lento pero entendible porque pandemia. Comida muy rica. Hay mesas afuera, muy agusto",3
Moon Maiden,Todo muy rico,4
Rosy Valdez,Muy buena atención recomendado,4
Gab Rod,Caldo tlalpeño mur bueno,4
Pablo Sanchez,"Es bien importante el cuidado que tiene el personal del restaurante para con los visitantes. No obstante la restricción, saben crear el ambiente y seguir adelante con la vida. Deliciosa comida, amable atención. Recomendable siempre ",4
VERONICA MEDRANO,"Excelente servicio, muy amables",3
Moira Lopez,Excelente atención y comida,4
Margarita Flores,Buen servicio y atención,4
Ricardo Candia Paredes,Super atentos y el sabor excelente,4
Lupita Montelongo,Exelente servicio,4
sil,Muy buena atención y me gustó mucho que hay sana distancia,4
valeria perdomo,Esta caro y no está buena la comida. Además tardan demasiado en atender.,1
Oct AC,"Gran atención, se esmeran mucho para que la pases bien",4
Fer Callirgos,"Bien en general. Los meseros algo nerviosos, no es para menos. Los alimentos bien a secas.",3
Laura Sadaray Carsi Zuñiga,"Buena atención, excelente limpieza",4
Jose Luis Molina,Excelente atención  los felicito,4
Victor Martinez,La atención es excelente. Los tiempos de espera son regulares y la comida siempre es deliciosa.,4
Cesar Sanchez,Bueno el servicio,4
Loula de la T,"Buenos postres. Falta más comida vegetariana ya que aun a los platillos sin carne, pollo o pescado los preparan knor Suiza. Eso demuestra falta de calidad en sus cocinas, una persona experta en comida sabe que usar ese tipo de productos les resta auténtico sazón.",2
Alberto Leyva,Buen lugar para comer,4
Ruth Hernandez,"Esto nuevo de las terrazas me parece muy bien, felicidades!!",4
paco es amor,Una atención al cliente buena,4
DINOCRACK,Buen trato y servicio,3
Lourdes Saldivar,Muy bueno,4
Monica Yolanda Gro C.,"Todo excelente, siempre calidad y servicio!",4
Alan Balderas,"El lugar y el servicio es bueno, la calidad de alimentos también, tal vez solo falta variedad. Los precios entran ya en un segmento mediano, no es económico pero lo vale, sin embargo, por el estilo y el precio, se pueden encontrar otras opciones con más atmósfera y personalidad.",4
Jesus Castillo,Todo bien.. Atención y platillos,3
Laura Razo,"Muy buen servicio ,sana distancia,mucha higiene todo con medidas sanitarias",4
Servando Mendoza Vega,Hoy tocaron unos huevos al albañil. Me atrevo a decir que es el mejor desayuno que tiene toks. La carne de buena calidad y la salsa verde muy rica.…,4
Conrado Reyes,Medidas sanitarias completas. Buena atención y todo muy tranquilo.,4
Fernando Gil Díaz Hernández,Perfectamente seguro. El servicio bueno.,4
Enrique Wenzel,"Mejoraron mucho la calidad de los alimentos pero a su vez disminuyeron la cantidad de ellos, por lo cual considero que sus precios ahora ya son elevados de acuerdo a las porciones que sirven.",1
Laura Dominguez,"Buen el servicio es muy bueno, buena actitud, nada mas que ahora la racion de comida es menor que antes de la pandemia",3
Sustentable Edificación Inteligente,Buen menú,4
José Ismael Vilchis López,Ambiente muy agradable. Buena atención de los meseros,4
Berenice García Rodríguez,"Tienen buen servicio pero las verduras al grill estaban muy grasosas, no son una opción saludable.",2
francisco vanegas,Limpio y buena atención...solo que a cada rato te preguntan q si necesitas algo esperando poder dejarte tu nota.,3
Raúl López Rosas,"Un buen lugar para platicar, estar con la familia o inclusive hacer negocios, una carta de pocos alimentos pero bien",2
Patricia Muñoz,Muy buena atención al cliente. Los alimentos muy ricos y muy bien servidos.,4
Everardo Martinez,Muy bueno,4
Nidia Morales,Muy buen servicio para llevar. A la hora y muy rico,3
Daniel Puga,"Me toco una noche fresca y pues no es muy como estar en la terraza, el servicio, la comida, todo excelente!!!!",3
Cuauhtemoc Woolrich,Me agrada el sandwich mediterráneo,4
Patricia Moreno Sedano,"Buen lugar, si sanitizado",3
Fidel Ponce Mercado,"Muy buena atención de Beatriz, mesera. Guisado con buen sazón.",3
Gerardo Muñiz,"Buen servicio, todo bien.",4
Edgar Martinez,"Buen servicio, no atención al cliente.",4
Miguel Acuña,"Es un buen lugar para comer, el precio es un poco elevado, pero su calidad y servicio lo vale.",4
Erick Pichardo,Los alimentos son buenos y a buen precio,3
Lazarus Marruecos,Buen servicio con rapidez y buen sazón,3
Gabriel Elizalde,Siempre rico y fresco,4
lister3ify,Buen servicio,3
Karla Zenteno,Me gusta,4
Lizardo Oliver,Mucha gente.,3
Liliana Ordaz,Excelente atención. Dan confianza en la sanidad,4
Daniela Rendón,"Medidas sanitarias implementadas, mesas separadas. La comida de Toks es por lo general bastante buena, con calidad a un precio accesible. Meseros amables, aunque a veces puede ser un poco tardado.",3
Elfego Roda Guzmán,Excelente atención ,4
Mariano Zc,"Muy buena atención, por pandemia están atendiendo solo en la terraza",4
José Maria Chema Venegas,Malito Ha decaído mucho,1
Vctor jose Ruíz Cervantes,"Había mucha gente, pero aún así la atención de primera",4
Jose Carlos Brambila,"Pase una deliciosa tarde con una excelente compañía y por el costo vale la pena disfrutar sus platillos, ha mejorado al 200% de su servicio",4
Aranza cruz,Excelente atención del mesero la comida sabrosa como la describió él medidas de sanidad las indicadas los baños limpios un ambiente familiar gracias,4
German Mora,Muy buen sabor y gran atención!,3
Hernan Beitia,Buena atención y calidad en alimentos gracias,4
Sperietoare,"Me encanta el lugar. A parte del buen servicio, es un lugar muy agradable.",4
Esteban Sanchez Mejia,Muy buena atención.,3
pablo ramos,"Bajo el gusto y sabor. No es lo mismo.. Atención buena, y su su café.",2
José Luis Coronado,Muy bueno,4
RAFAEL ESCAMILLA,Para rapidez suficiente.,2
Fernando Nuñez Santes,Excelente servicio de comida y atención estacionamiento muy amplio,4
Luis Yuri Sánchez Segura,"Excelente servicio, adaptándose a las necesidades de contingencia sanitaria.",4
Maria Elena Casanova Gonzalez,Todo excelente. Se come muy bien. muy agusto,4
Vani Jiménez,"Buena atención, rápida, buenos precios, ambiente súper agradable. Lo recomiendo.",4
VIOLETA CR,Buen lugar para comer.,4
Rafael Ortega,Excelente menú en calidad y gusto,4
Veronica Savil,"Mi lugar favorito para comer, muy buena atención, súper limpio.",4
Elvira Fuentes,Buen Servicio,4
Rigo Calde,Restaurante con menú variado y excelente lugar para convivir con la familia y amigos,3
Gustavo Daniel Ramos juárez,Tienen buen servicio y sanitizan antes de ocupar el lugar,4
cronos4022,Muy buen sitio para compartir una comida entre amigos,4
Vane Y,"Es un lugar concurrido pero la calidad de servicios es de otro nivel, limpieza adecuada la comida se entrega rápido y nos gusta venir en familia por que la carta es apta para todos los gustos",4
Quiquito Rosas,Normal como siempre,4
Alejandro Enriquez,Cumplen muy bien las reglas de distanciamiento y número de comensales El personal muy bien equipados Todo limpio,3
Alfredo Chavarria,Todo el personal excelente Atención cálida,4
Global Lobbying,se come rico,4
rrricheliu,"El mejor restaurante de este giro, buen balance en precio y Calidad, Excelente servicio",4
M AV,Un gentío que me hizo correr a buscar otra opción. Es demasiada gente los fines de semana y en las circunstancias actuales resulta riesgoso porque la gente estaba esperando y aglomerados en un lugar cerrado…,1
Jose Rangel,Excelente servicio y calidad,4
Marlene “DIABLA” Villagran,Muy rápida atención..y platillos muy ricos ...todo genial,4
kikis oaxaca,Es muy bueno solo las porciones son más chicas que en las fotos jeje,2
Xóchitl Urbina,"Bien pero no pasa a súper bien, sería más hacia regular. Los precios no son baratos pero tampoco caros. Sucede que se ve más bueno el platillo de lo que en realidad sabe aunque uno que otro te podrá sorprender por su sabor ! Los huevos…",3
Hernández Martínez Diego,Todos muy rico,4
Nancy Elena Cantú Hernández,Sabroso y limpio,3
Tomás Ruvalcaba,"Muy limpio, cómodo, familiar y ya tienen más platillos vegetarianos",4
Are RR,"Excelente servicio, mantienen los cuidados e higiene todo el tiempo.",4
Albina Rosalio Retana,"Es un buen lugar para desayunar, comer o cenar, cumplen con todas las medidas sanitarias.",4
Itzel Esteves,Excelente servicio,4
Oscar Vera,Mmm no me ofrecieron gel ni vi el tapete para desinfectar calzado. Se ve que apenas están regresando con poco ánimo para atender. Los que tienen chamba que la aprovechen!,1
Rebeca Garcia,Excelente atención y comida muy sabrosa,4
Cristy Munguia,Muy buen servicio y la comida del uno caliente y no perdiendo de vista las necesidades de los clientes,4
juan peredo,Excelente servicio y muy buena atención de su personal,4
Guadalupe irene Hernández,Muy buen servicio y todo está exquisito!!!!,3
Alfonzo Lopez,BUEN DÍA PUES MI OPINION QUE NO TIENEN BUENA ATENCION SE TARDAN MUCHO PARA SERVIR EL PLATILLO Y LE YEVAN A UNO EL PAN O LAS TIRTILLAS ASTA QUE ELLOS QUIEREN Y APARTE ESTA UNO COMIENDO O CENANDO ESTAN BARRIENDO Y TODO EL POLVO LEVANTAN HAY K TENER MAS CUIDADO CON ESTAS OBSERVACIONES X FAVOR GRACIAS,0
Armando Calvo soriano,Agradable momento familiar,4
Marco antonio Argumosa Lopez,"Para poder entrar te hacen esperar muchísimo, pero el servicio de los meseros es bueno",2
SAIDE AVILES,Muy agradable el lugar.,4
Fabiola Hernandez,"Exquisita comida, servicio amable, buena variedad del menú, limpieza y precios adecuados. Tiene espacios para discapacitados y rampas para personas en silla de ruedas o con andadera. El trato del personal es amable y constantemente pasa el…",4
Leonida del Sol,Buen servicio,3
Sandy Silva,Como siempre excelente servicio,4
Luis Fernando Tijerina,Tienen buena comida y muy buena atencion,4
Paty Badillo,Excelente restaurante para desayunar al aire libre,4
Eunice Méndez Romero,Bien,4
juan enif,Buen menú del dia,3
INES VARGAS,Excelente,4
Antonio Torres,Un buen lugar para desayunar,4
Aneietzi Meraz,Solo hay servicio en terraza y corre mucho el aire y obviamente el polvo.,2
lucia sanchez,Se apegan a la Nueva Normalidad....pero no se pudo colocar una mesa de 6 personas toda familia y nos colocaron por separado 4 y 2 ....ni hablar...,3
Roberto Ramirez,Excelente servicio,4
Yese R,Cómo cualquier restaurante de cadena.,2
Jaime Ramos,"Calidad y calidez, buena comida y sana distancia !",4
Annie Gp,"Excelente relación precio-calidad. Recomiendo la arrachera del menú de platillos del mes. La única observación es que la porción de las crepas (postre) es muy escasa, ya que solo es una.",4
Javier Bulnes,"Buen lugar agradable, buen servicio. La comida está buena pero el precio es alto.",2
Baldomero Estrada,"Super recomendado el caldo tlalpeño, la crepa de cajeta con helado a los que gusten de los sabores dulces y excelente cafe",4
Rodrigo Leyva,"Muy buen servicio, la comida está muy buena",3
Patri Ia Neria,Buen servicio e higiene,4
JOSE MANUEL PRIETO LUCIO,Buen restaurante. Atención amable y esmerada. Variedad de alimentos y con buen sazón.…,3
Abelardo Muzquiz,"La confianza en la calidad, servicio y sabor es para siempre. Lo que me encanta de esta sucursal es que primero llego a cargar gasolina al auto, luego me nutro y por último puedo ir por lo que haga falta en la casa. Todo cerca y en un mismo lugar. Además de muy seguro.",4
Sergio Romero Garduño,Todo muy bien,4
alfonso Roman,Les falta un poco de organización!!!,2
Rosalba R Ramz,Buen servicio y atención,4
Enrique Cabrera,Buen servicio,4
Pamela Alvarado mejia,"Excelente atención como siempre, gracias! ",4
angeles martinez,Muy buen lugar para comer todo muy delicioso y super limpio con su distancia y buena atención y rápido.,4
Julieta Muñoz,Es muy agradable y ahora mucho más. Por lo de las medidas de sanitización y distancia.,3
Octavio Reyes,Muy buen servicio Los alimentos muy ricos,4
Mayra Trejo,"La comida está rica. El servicio es muy bueno. Cómo en todas estas cadenas de alimentos tienen sus detallitos, pero creo que es en donde mejor se come. El café americano es muy rico. Solo les recomendaría mejorar las áreas de juego para los niños pues son muy simples o de plano solo es una televisión.",2
Lupita Almazan,Como muy delicioso. Y económico.,4
Adriana Bernal Martinez Bernal Ms,Excelente atención por parte de sus empleados. Gracias,4
Tomás Uriel Hernández Basurto,Bien,4
Ruben Bravo,Muy bien organizado,4
Olga Moyot,Delicioso y súper servicio ,4
RODOLFO REYES,"Muy bien atendido, y el personal muy correcto siguiendo las reglas de seguridad y limpieza del establecimiento por la pandemia para protrjer a su clientela",4
Rodrigo Alberto Velasco Suarez,"Por servicio ,calidad de sus alimentos. Muy buen protocolo de seguridad para estar en sus instalaciones",4
Patricia Alvarado,"Buena atención, platillos ricos, baños limpios, ambiente muy agradable, y un gran estacionamiento de paga de la plaza. Hay gran variedad de platillos para todos los gustos y hay desayunos, comidas y cenas, el precio no es tan elevado u…",4
Elizabeth Soria,Me encanta el big chocolate,4
