username,review,calificacion
Fátima Victoria SJ D,"Se come muy bien, a pesar de que se llena atienden muy rápido. Hay menú de 3 tiempos y a la carta",3
Francisco Javier Garrido Maldonado (HUNTER),"Excelente Servicio, trato, sabor!! Muy limpio así como las medidas sanitarias!! Y lo mejor es que tienen el servicio a domicilio!! Saludos en horabuena",4
ManuelangasCH,Muy buena comida muuuuuy rica y es la verdadera comida Mexicana,4
lupita Lupita,Muy buen servicio y la comida exquisita!,4
Raúl González Martínez,Sabrosa comida y buen sazón,3
armando hdz,Buen lugar y la comida pero pueden ser mejores,2
alejandra morales,"Hola para mi es muy buena comida, y para todos aquellos q opinan pestes del lugar todo es cuestión de enfoques y al opinar mal es para demostrar su mala educación xq siento q en otros lugares la atención es pésima, la comida no es buena y así son felices además debe de respetarse el trabajo de la gente",4
Tania “Tanis DA” Madrigal Aldrete,Exquisito bufet y aunque es muy sencillo está muy bien atendido,4
Pepe Pepes,Muy buen sazón me encanta solo que el señor que atiende como que te presiona mucho no se está enojado siempre y hasta comí rápido pero de hay en fuera rico.,4
Ernesto Guevara,Muy rico! Y precios muy accesibles,4
JM PS,"Caro para ser comida rápida y que mal que hasta el agua te vendan, las enchiladas suizas cada vez el plato es más pequeño y el precio más alto, creo q con lo q pagas puedes comer en otro lado tmb con buen sazón!",3
Mørke Guardians,Buena comida y el servicio es bueno. Si volvería a comer ahi,4
Eduardo Pantoja,Las enmoladas son de lo mejor,4
Juan jose Velazquez,Deliciosa comida y un lugar acogedor una atención calurosa,4
Odeth M.,Sirven suficiente buen sabor no tan caro,4
Jorge Arroyo,Excelente sazón y el más recomendable servicio,4
Jose Santos,Comida Oaxaqueña. La comida es regular. El servicio no tan bueno. Hay solo un mesero. El lugar es poco cuidado. Podrían mejorarlo para hacerlo más agradable...,2
rosariollaven,"Muy buen sazón, pero muy mala atención en especial de uno de los dueños que atiende. Eso te hace pensar en regresar",3
Beatríz Gutiérrez Domínguez,Delicioso todo ,4
Fernando Jacinto,He sido cliente durante más de 2 décadas y sin problemas.,4
Arturo Cruz,Si es muy cierto la comida deliciosa y variada y el servicio bastante bueno,4
Kikex Trujillo,La comida muy buena pero muy poco espacio en el local,1
FerchuCas,La comida está sabrosa,4
Edgar Lopez,Excelente lugar,4
Porthos,Ni fu ni fa. No volveré,2
Ulises Israel,"Las enchiladas de mole muy bunas, buen sabor oaxaqueño",4
Alma Mendoza,Simplemente me encanta la comida de este lugar ,4
Luna Himura,"Antes todo estaba muy rico, ahora las dos primeras comidas están un poco insípidas. Sin embargo, el plato fuerte siempre es rico",3
MONICA ZAMORA,"Siempre muy rica la comida, rápido el servicio y de calidad los alimentos. Hay platillos de todo lo que se te antoje comer y de varios precios , también te llevan la comida a domicilio",4
Maria Del Rosario Resendiz,"Es un lugar sencillo en cuanto a mobiliario pero muy práctico, te atienden rapidísimo, te sirven rapidísimo la comida es rica, fresca y puedo decir que hasta típica sus precios muy accesibles.",4
Edmundo,Buen servicio y la comida sabrosa a buen precio !!,3
Ana Alsu,La comida es riquísima. Cualquier cosa que pidan es deliciosa.,4
Angel Peralta,"La comida es muy buena, sirven muy buenas porciones y la atención en el lugar es eficiente y muy rápido, pero cuando uno pide a domicilio, la persona que atiende el teléfono no es muy amable. Yo entiendo que tiene mucha gente, pero a los…",2
VERONICA RAMIREZ,Excelente servicio y atención de sus propietarios... Comida oaxaqueña deliciosa!! ,4
rodrigo sosa munguia,Muy rico,4
Ma Eugenia Pliego,Rica la comida,4
Chiporra Hernandez,Muy buena comida estilo oaxaqueña,4
german ramirez,Muy rico y a precios accesibles,4
enrique vergara,"El dependiente te atiende como si te estuviera haciendo el favor de venderte, nada atento ni un saludo muy indiferente y de la comida pues regular",1
Leticia Aguilar,Te atienden muy rápido y la comida es buena así como la atención,4
Gerardo De Los Santos,Es buen lugar para comer de pasada,3
abraham patlan,Muy buen lugar.,4
Soledad Jiménez,Son deliciosas las tlayudas cimbinadas,4
Daniel Alejandro Villegas Galicia,Rápido y sabroso.,3
Iliana Acosta,Excelente lugar para degustar de tus alimentos ya sea desayuno o comida el menú es variado y muy rico. El personal que atiende es muy amable si vas pregunta por JORGE es mesero y muy amable y rápido para llevarte tu platillo a la mesa. Ah sí te gusta la comida OAXAQUEÑA ESTE ES EL LUGAR CORRECTO,3
Carlos Rivera,"Muy buen sabor. Muy buena atención a pesar de ser sólo un mesero. Es comida casera con buena variedad de platillos. Puedes pedir a la carta o comida corrida (sopa, ensalada o espagueti o arroz, carnes, pescado, pollo, mole, enchiladas,…",3
Nalle Ypz,"Que feo caracter de la señora que toma los pedidos, como si te estuviera haciendo un favor.",0
Angélica Maya Arévalo,"Las tlayuda, el chocolate, Pan de Yema, etc. Deliciosos",4
ILIANA ACOSTA,"Riquísimo como siempre, el mesero Jorge que está entre semana es de lo más atento y rápido para servir, los alimentos están muy bien preparados y bien servidos, en el menú diario cuando ya Vaz en el arroz ya te llenaste y falta tu guisado. Muy bueno para ir en familia",4
Felipe De Jesus Martinez,"Comida deliciosa y buenos precios. El servicio es bueno pero podría ser excelente, ya que como solo tiene un mesero a veces el joven que atiende esta algo apurado. Pero insisto, aún así el servicio es bueno. 100% recomendable este lugar",3
Alfredo Cervantes Guzmán,El menú es el mismo siempre. El servicio suele ser muy bueno y ágil. Precios adecuados.,4
Cristina Alarcon,Buen lugar para comer unas ricas enchiladas suizas.,4
Adrian Cuéllar,La comida esta rica no obstante se contra resta con la mala atención. En dos ocasiones los meseros han sido groseros y no están dispuestos a dar detalles de sus platillos. No recomiendo este lugar.,0
Alex Cervantes Luna,Buena comida y buen servicio,3
Angeles Alcantar,"No me gusto la atencion del mecero, no volvere a ir",0
Diana Masso,"Mala atención! La señora es muy grosera, pedí servicio a domicilio hace 2 hrs, mejor llamé para cancelar y todavía se pone a alegar que NO HABIAN PASADO 2 HRS (tiene razón! Faltaban 10 minutos exactos para cumplir las 2 hrs) y azotó el…",0
Aalejandro Miranda,Tradicional,3
Rocío Elfriede Röllgen,Buenos precios. Deliciosa comida. Muy recomendable. De verdad delicioso. No pierdan la oportunidad de ir.,4
Ana Cervantes,"Excelente servio de Jorge, la comida es muy rica, tengo bastante tiempo llendo ahí y el servicio es el mismo, muy buena atención y el sazón ni se diga. 100% recomendable",4
Karla,"Excelente servicio, limpieza, y precio justo. El sabor es de los mejores en el rumbo. Todo es muy rico",4
Claudia Salgado,Excelente comida..,4
Daniela P.,"Muy rica su comida siempre ha sido, pero en los últimos meses, las porciones de la comida se han reducido en tamaño y se ha aumentado el precio, y el coloradito me ha causado vómito y malestar estomacal.",2
Jennifer Sarai Lopez Arroyo,Súper servicio y sabor excepcional.. el molino es excelente,4
DONA Chumacero,La comida bien el precio alto y hay que esperar para comer un buen tiempo,2
Eduardo Paris Lázaro Tenorio,Esta muy buena la comida,4
Alejandro Aurelio Hernández,"este lugar no cuenta con estacionamiento, en ocasiones se encuentra todo ocupado y existe la posibilidad de esperar a que se desocupe un lugar, la comida es sabrosa pues conserva la comida tradicional de Oaxaca y existe variedad en la comida",2
Alfonso Guerra,Cómo enchiladas de mole negro y muy deliciosas. Autentico mole oaxaqueño.,2
Roberto Serrano Sánchez,"Lo mejor del rumbo,todo está exquisito",4
Luisa Fuentes,Me gustó gustó. Sólo deberían de tener menú o porciones para niños.,3
Rock Quinto,Las enchiladas verdes gratinadas son lo mejor,4
Rafael Hernandez,Un lugar muy pequeño pero su comida es casera. Probé la tlayuda y muy rica. Se los recomiendo...,2
Juan Carlos Rodríguez,"Un lugar muy agradable, se come bien, pero hay que llegar temprano porque se ya no hay lugar como a las 15.00 hrs., y hay que esperar a que se desocupen las mesas...",4
Hugo Ciriaco,"Es un lugar muy agradable, con música viejita pero bonita los fines de semana. La comida es muy rica y con sazón Oaxaqueño. La atención es buena y no son tardados al servir los platos. El precio es muy accesible y creo que para la gran mayoría de los bolsillos.",4
Nayely Sánchez,"El personal es muy lindo, el lugar es cómodo y bonito y la comida es lo mejor, la comida vale completamente su precio y no es caro, sales bien lleno de ese lugar, recomiendo el flan napolitano",4
Sergio Sierra Galvan,"Es un excelente lugar para comer, muy buen sazón!!! Llevo muchos años acudiendo a La Verde Antequera, mi Familia le llamamos ""La Comida Oaxaqueña"" Gracias, saludos!!! ",4
Liz Escobar,"Buen sazón, buenos precios. Sólo recomiendo pintar las paredes para que no se vea descuidada",3
Agustin Arzeta,Excelente,4
César Cruz,"La comida es buena, la atención es regular ya que es solo una persona la que atiende. Hay que esperar uno 15 ó 20 minutos porque los lugares son pocos. Lo más triste, es un negocio que se rehúsa a la era digital y no hay pago con tarjetas. No hay estacionamiento.",1
Luxurious Bosques,Muy amable el señor que atiende las mesas. Deliciosa la comida!,4
Jose Fernando Chavez Falcon,Muy Rica la comida y buen trato,3
Eva Badillo,"SÚPER BIEN. PRECIO, HIGIENE, CALIDAD DE LOS PRODUCTOS.... EL MESERO ES SUPER RÁPIDO Y TE ATIENDEN MUY AMABLES.",4
ROSA MARIA VALDES CARDENAS,Un lugar muy limpio y muy rico para comer,4
RUBEN DARIO Sandoval,Algunos platillos típicos oaxaqueños con muy buen sabor y atención,3
Donaji Martinez,La comida muy buena muy amables y sobre todo muy limpio,4
Julio Barradas,"La comida está riquísima, y la atención muy bien, como siempre",4
El liot,Muy buen sabor ,4
Edwin Sánchez,Muy rica comida y a buen precio. Gran lugar para probar un poco de Oaxaca,3
Cesar Bond,"La comida me parece que tiene un buen sabor, le pongo 2.5 de calificación pq no todo es el sabor, la atención (mesero) también es muy importante.",1
Ricardo Cerón Tlacomulco,Comes muy bien heres atendido muy bien y es comodo para tu bolcillo,3
Aniken Ig,"La atención y el servicio es muy bueno, igual que la comida, pero el ambiente se podría mejorar.",3
Edgar Daniel Vásquez Peña,Execelente sabor a muy buen precio,4
Dorita Bicha,Me gusta mucho muy deliciosa comida,4
Kenia Jiménez,Comida corrida muuuy rica,3
jaky chipis,Cocinan muy rico,4
Zaratustra,"Se come rico, por lo regular hay mucha gente",4
Janelli Danaeé Moreno,Menu pobre y no muy bueno la atención lenta.,0
FLOWI26,Muy buen lugar,4
Mario Alberto López Moreno,Una comida excelente a muy buen precio. Muy agradable. Pronto regresaré hambriento.,4
Adriana Juarez,"Excelente atención,comida deliciosa¡¡ Muy recomendable.",4
Emm,Buen sabor de los alimentos. Tienen calidad. El lugar pequeño pero se compensa con calidad y servicio.,3
Pilar “Miss Pilu” VS,"Es bueno pero los tamales oaxaqueños no tienen m..es pura pasta de mole!!!! Para la comida corrida y demás sí son bueno, un poco exagerados en las raciones, pero cada quien sus gustos.",2
Laura Garcia,"Muy rico, servicio rápido y muy económico",4
Grecia Heras,La comida siempre está bien lo único malo es que por una pechuga de pollo empanizada te cobran  pesos cuando en otras fondas están en 45,3
Ana Paola M.G,Es muy bueno me encanta todo,4
MARIA DEL ROCIO VILLAMAR HERNANDEZ,Un exquisito sabor,4
Mariana Mejía,Todoooooooo delicioso,4
Arturo Bautista,La mejor comida Oaxaqueña en la CDMX y super precios,4
Nube Martinez,Súper rico las enchiladas suizas y los tamales oaxaqueños los mejores del mundo,4
Hector Juarez,Todo muy rico y con verdadero sabor de Oaxaca,4
Daniel Halcón,Muy rica y a buen precio la comida. Súper recomendado si tienes poco tiempo para comer... ,4
Isabella Miranda,Muy rico pero coman ahí ya que el servicio a domicilio es pésimo,3
Karina Yanell González González,Dejó de ser buena opción para comer #fail,1
Eduardo Caballero,"Es un lugar agradable y atienden muy bién, el único problema es el estacionamiento",2
Georgina,"La comida es muy sabrosa y el joven que atiende es rápido, eficiente y amable. Es un lugar muy acogedor",4
Karla Covarrubias,Opción muy buena y económica para los desayunos familiares de fin de semana :D,3
Maricela Vázquez,Muy rico!!,4
mario david hernandez mejia,"La comida es deliciosa y el servicio muy rápido, con muy buena atención",4
Paola Chávez,Muy rico y económico.,4
isaac castillo,La comida muy rica pero no esperes atención del mesero. Pero si le reconozco la velocidad con que me sirven,3
Patricio Flores,"Exelente riquísimo,buena atencion",4
Talia Berenice Juárez,"La comida tiene buen sabor pero han bajado las porciones, aunado a esto el servicio de quien toma la orden cia telefónica, ES PÉSIMO! contesta muy grosera, ni siquiera en donde dan caridad son tan groseros",0
Fhidel Guevara,"La comida esta muy rica, pero la atencion no es la mejor",3
Tania Jimenez,"Se come rico, pero me parece caro para ser comida corrida",3
jorge ruvalcaba,"Comida de la cocina oaxaqueña, en porciones abundante y menú agradable",3
lole Silver pink,Muy rico,4
luis ramirez,Muy buena comida,4
OMAR GARCIA,"Se come muy bien, la mejor comida oaxaqueña del rumbo, el trato muy amable.",4
Lucero Michelle de la Cruz Díaz,delicioso,4
Ulises Cardenas,"Excelente fonda de comida oaxaqueña menus completos desde 60 pesos muy buena ubicacion en la colonia bosques, comidas corridas, enchiladas, milanesas, tlayudas,sopas,ensaladas la lista de espera es corta estacionamiento en la calle sin cobro extra, postres buena ubicacion",4
Blanca Militza Guzmán Mendoza,"Es un restaurante de comida oaxaqueña. Abre los siete días de la semana. Un sitio pequeño pero muy bien acomodado y funcional. El servicio es ágil y eficaz entre semana, pues don Jorge atiende todas las mesas él solo y lo hace muy bien. La…",4
FullMetal Alexs,"Servicio muy cordial, la comida es muy buena y los precios son muy bajos",4
Alberto Hoyos,Un buen lugar para comer y muy rico,4
monse hernandez trejo,Muy buen lugar,3
mohamed merao,Muy buena comida oaxaqueña sabores inigualables.,4
Marlon J,Que comida tan rica,3
JOSE PALACIOS,"Lugar muy acogedor, su comida muy rica",4
Saul Molina,"Es un lugar bueno para comer, solo que esta vez mis chilaquiles no tuvieron el sabor que normalmente debe ser",3
E drom,Se come delicioso a buen precio la atención es buena,4
Jorge Ramírez,Excelente la calidad de los alimentos; materia prima de primera y se nota.,4
Belén Mora,"Muy buen sazón. Siempre lleno entre 2 y 4pm, si no van con tiempo, evítenlo.",4
Adolfo del Castillo Lopez,Todo muy sabroso y excelente trato,4
Victor Gutiérrez,Muy buena la comida. Buen sazón,3
zaira grisel campillo vazquez,No está muy rico,2
Diego Baeza,Buena atención,3
Fernando Rosales,Muy buen sazón y precios económicos,4
Hammed Reyes,Comida corrida Buen sabor Lugar pequeño,3
Monserrat Yllan,"Deliciosa comida corrida oaxaqueña: tlayudas, tasajo, Enchiladas, enfrijoladas, mole negro, etc.",3
José Miguel Tentori,Muy buena atención,3
Daniel Blancas,Se come bien y buena atención rápida también,4
Lourdes Medina Reyes,Muy sabroso el sazón oaxaqueño de aquí. Restaurante informal.,3
Evelyn jeruscha Juárez Solís,Comida oxaqueña con precio accesible y buen sazón,4
Dan Rob,Las enchiladas Antequeras son LA ONDA. Lo único malo es que es un poquito caro.,3
frida hernandez villarreal,"Un lugar para comer comida oaxaqueña, buen servicio",3
Fernando Torres Almaguer,"El gramaje perfecto, y un espléndido sazón, comida real Oaxaueña",4
Ignosy Vannie Lenzy,Muy mala atención. Comida con buen sabor.,2
Irma Rojano,"La comida rica, el personal que atiende no es amable, ni siquiera educados",1
Miguel Tentori Gomez,"La comida súper rica, atienden súper rápido y buenos precios.",4
RENE F T C GYM,"La comida muy rica y el precio es justo, lo malo es que el.lugar es muy pequeño, apenas puede pasar la gente entre mesas, hay que esperar de pie una mesa y no hay ningun trato diferente que lo haga sentir a uno especial, son detalles los que hacen la diferencia",3
Gabino Arturo Nava Tejeda,"Excelente comida oaxaqueña, tazajo, clayuda y a buen precio",3
Anna Stary,Son muy muy buenos muy recomendable,4
Bianca Beltran,Muy rica la comida,4
Julian Tentori,Comida super rica y te atienden muy rapido,4
Xavier Encuentros,Buena Comida Oaxaqueña y comida corrida,4
THE EYES OF NATURE,Está muy buena la comida tiene un buen sazón,4
Maria Lopez,"La comida deliciosa, el mesero excesivamente serio. Te estresa el pedirle algo.",3
Fer Leyte,"Es buena, sin embargo no hay mucho espacio",3
Nan Valley,"Buena comida a buen precio, las tlayudas son deliciosas iguales al as de Oaxaca.",4
Rami Bervel,Comida con gran sabor y excelente presentación.,4
Armando Garcia,"Recomiendo mucho las enchiladas Suizas que sirven en este establecimiento, muy buenas!!",3
Raul Rodriguez,"Excelente comida, pero el servicio es pésimo, no te están haciendo un favor",2
David Sánchez González,Muy buena comida Oaxaqueña con mucha variedad en los platillos,4
Reynolds Zarate Ortiz,La comida perfectamente Oaxaqueña,4
Alicia Entz,La comida es muy buena y la atencion agradable y rapido,4
Oscar Torres,Buen lugar para comer comida típica oaxaqueña,3
Jesus Sanchez,Atienden rápido y la comida sabe rica además de no ser caro.,4
Adriana Vargas,"La enchiladas coloradito son mis favoritas!! y el chocolate de leche, todo es muy rico!!",4
Anel Zarate Sumano,"Comida rica, casera y a buen precio. Las raciones son suficientes.",3
XxScElEsTuSxX Dei,"Muy rica la comida, precios promedio pero vale mucho la pena",3
Arturo Villafuerte,Es rica la comida pero el servicio no es muy rápido,2
Alfredo Barron,Muy buen sabor y servicio,4
José Luis Ronquillo,"Muy buen sazón, precio accesible y bien servido",4
Miguel Ángel Hernández,Buena comida,4
jose skandon,"MAla atentacion por falta de personal y la comida no está recién hecha, es días anteriores",1
Edgar Emmanuel Mendoza,"Un lugar sencillo pero con muy buen sazón, las enchiladas de lo mejor",4
Eloy Acosta,"Muy rico pero el menú no incluye agua, eso esta culero",3
Manuel Espinosa,Muy buen sazón y excelente atención de Jorgito,4
Eduardo Mendoza Garcia,Es muy rico a buen precio y buen servicio,4
Cris Pérez,Es comida oaxaqueña deliciosa,4
OSCAR OROZCO,"Comida oaxaqueña, buen precio y atención",3
Mario SD,"Gran servicio, muy buena comida y un precio justo :)",4
Mariana Morales,Es muy rica su comida y un ambiente muy agradable,4
oscarperezlys,Pensé que estaba mejor por los comentarios que había leído se me hace caro para lo que ofrece,3
Marcial Escalona,Lugar limpio excelente comida buen precio,3
Jesús RG,"Es buen restaurante, pero siempre tiene los mismos platillos, no varía",2
leonel falcon,Excelente comida mexicana a buen precio,4
ivan maya,Excelente comida,4
Mitchell García Martinez,Excelente lugar para comer enchiladas verdes,4
Georgina Márquez Olaya,"La comida es típica de Oaxaca y muy sabrosa, excelente atención",4
maria del pilar sanchezcobiza barrera,Muy rico,4
SARA CRUZ,Comi delicioso ,4
Alberto Tapia,Buen lugar y platillos originales,4
Edgar Estrella,"Comida corrida y a la carta... Precio razonable, sazón bueno, hay bastantes mesas",2
Ivan Goldstein,Muy amable el personal y la comida deliciosa,4
Ivonne Góngora,La comida está muy rica y saludable.,4
radio GANGA,Muy sabroso la comida casera,4
Rebeca Diaz,Cocina económica. Atención y servicio rápido,3
Joshi Joshi,Buen lugar,4
Arturo Alfaro,"Comida típica oaxaqueña, excelente sazón, buenos precios.",3
Elv “Elvissss” D D,Excelente comida estilo oaxaqueño,4
Sandy Flor,Comida corrida de buen nivel y rapidez,3
Gerardo Daniel Medina Morales,Excelente sabor!,4
SG INMUEBLES,Muy buen sazón y platillos originales aunque los precios son un poco más altos que en otras cocinas de la misma categoría.,3
Humberto Chacon,Buena comida,2
Edgar Cordova,"Buena comida a buen precio, seguro te llenas!!",3
Mau Cast,"Buena comida, las cantidades son bastante bastas...",3
Miguel Hernández,"La comida no es para tanto, el.lugar está muy encerrado y la actitud de quien atiende es mala.",0
Marina Ramirez,"La comida bién, pero el mesero sin cordialidad siempre con cara de enojo y te ignora.",3
Manuel Ponciano,"Excelente comida, muy recomendable el coloradito con costilla",4
Victor Hugo Torres Lopez,Buen sitio,4
Federico Romero,Excelente sazón,4
Wily CORTÉS,"Comida muy rica , variedad de platillos y buena atención.",4
Beatriz Martínez,Me encanta la comida,4
Ignacio Yanez,Buena comida,3
Carlos Miranda,"Cambiaron mucho el sabor, los frijoles ya no me gustaron, el spagueti delicioso.",2
AlecZiis Rodriguez,Esta chido,4
Luis R,Siempre rico,4
Arturo Cruces,Comida excelente,4
Ana Cabrera,"Muy poquito las porciones,,,mal sabor de carne y sólo una salsa muy caro y aparte el agua ,,,no vuelvo a ir y no lo reconocimiento",0
Daniel Montalvo,Buena cocina tradicional por poco dinero,2
Pepe Pecas,Exelente comida,4
Sony Serrano,Muy bueno!,3
Jaime Armando Ramirez Vargas,Excelente sazón,4
Sarahid Beltrán,"En ocasiones tienes que esperar para que te atiendan, por lo reguar a las entre 2 - 3 de la tarde, pero el servicio es muy rápido y la comida sabrosa.",4
Ivan Martinez,Rica comida. La atención del mesero es apresurada.,3
Fidel Martinez,"Buena comida , buen precio , y lugar agradable",3
Christian Ivan Cerezo Hernandez,Excelente lugar para comer y a un precio justo.,4
Sand Vargas,Buen sazón,3
Andrea Alemán,Deliciosa la comida,4
andres cruz,Buena comida.,3
Eduardo Garcia,Buena opción en la zona,2
Alejandro Cervantes,En ocasiones tarda en servicio pero se come bien,2
Roberto Martínez Méndez,Muy rico y atienden bien!,4
Alma Rojas Mendoza,Exelente,4
Gabriela Bautista,Auténtico sabor oaxaqueño,4
ALFONSO ZARATE,"Excelente lugar, rica la comida y el servicio de 10",4
Fabiola “Fabelak” Loch,Deliciodo todo,4
leila acosta,"Deliciosa comida, trato amable y buen ambiente",4
Elena Peña Herrera,Excelente ...,4
Francisco Gutierrez,Buenísimo,4
jennifer mejorada,"Lugar familiar, con menú tradicional típico de Oaxaca, y el tradicional.",3
Dr. Arturo Alvarez,Hay opciones vegetarianas. Muy económico.,3
Rebeca Torres,Comida muy rica y buen precio,4
Cintya Arreola,Han bajado mucho su calidad! Ya no me gusta más,0
Rogelio Lopez,Buen sabor de los alimentos y precios accesibles. Diversidad de platillos.,4
Bibi Luz,La comida tiene un buen sazón,3
Angie Ang,Me encanta su comida Oaxaqueña,4
Clara Jaramillo,"Buena comida, lugar muy pequeño",2
Marco Garcia,"Buena comida casera, muy recomendable",3
Cristian Escudero,Buena comida con sabor casero,4
Jorge Garibaldo,Esta muy rica la tlayuda,3
Maribel Luna,"Deliciosa, buen servicio, buen sazon y buen precio",4
Claudia Araceli Torres Urbina,Fabulosa comida Oaxaqueña!,4
Mariana Ponce de León,Excelente lugar para comer.,4
Roberto Astudillo,El chocolate es muy bueno...!!!,2
Emiliano Quijano,Soy fan de la variedad de guisados!!!,4
Concepcion Rojas,Deliciosa comida cacera!! ,3
Hilda Greco,Comida saludable a buen precio,4
Selene T,Comida oaxaqueña rica,3
Edith Macedo Rodríguez,En fin de semana pésima atención,0
ERIK FRANCO,El espacio ni es tan adecuado para la demanda que tiene,3
