username,review,calificacion
Claudia Fontanot,"Da enorme gusto regresar al San Ángel Inn, sus hermosos jardines, su variada comida y buen servicio siempre se agradecen",4
Ricardo Serafin,Excente café servicio y los alimentos riquisimos,4
Erick Herrera Porcallo,"Un clásico de la CDMX. Lugar muy bonito y aunque, en mi opinión, la comida no es extraordinaria se complementa con el ambiente. Mis favoritas: crema de chile poblano y filete a la pimienta. Muy recomendable.",4
Yesy Lara,Muy bonito,4
Patricia Rodriguez,Me enamore de este lugar me imaginé una cena romántica con tu pareja lastima que soy soltera jajaja la atención es excelente las margaritas te hacen sentir como una reina con tantas atenciones,4
Ricardo Arredondo,Uff! Deliciosa la comida y el lugar estaba increíble. Definitivamente regreso.…,4
Pablo Guzman,"Muy rica comida, sin embargo el precio de los productos no justifican un servicio tan poco atento o descuidado.",2
Elizabeth Sosa,Imperdible en la CDMX,4
Alan Prado,"La comida deliciosa, excelente lugar",4
Juan Carlos Vázquez Minero,Delicioso como siempre... Excelente atención y servicio impecable . Muchas gracias,4
Gabriel Hurtado gutierrez,Excelente lugar y se come muy rico,4
maria elena carrillo,"Recepción y comida excelente, pero creo que deberían de mejorar el servicio. Al terminar el plato principal tuvimos que preguntar si alguien podría seguir atendiendonos porque ningún mesero se acercaba a nuestra mesa, finalmente, despues de 25 min al fin pudimos tener un postre y un café",2
victor hernandez,"Muy bonito restaurante, se come muy bien",3
Marabekk Becky Palacios,"Uno de los restaurantes más emblemáticos de la Capital, CDMX. Si te gusta la calidad, el servicio y la buena atención, este es *el lugar* ... además el ambiente es de lo mejor! En una ocasión saludamos a Don Carlos Slim, empresario que se ocupa de crear de las mejores y más cotizadas empresas de México .",4
Elizabeth Fraga,"Hermoso lugar!! Siempre me ha gustado ir pero no me había animado ahora por pandemia, pero veo que siguen realmente las medidas sanitarias, lo cual es sumamente importante hoy en día, ni siquiera tocan los cubiertos que te dan y eso te…",4
Hector Juárez García,"Hermoso lugar para comer para alguna ocasión especial o cualquier día, una ex hacienda, muy acogedor y la comida es buena a precios no exagerados",4
Coach Bárbara Reyes,"El lugar es hermoso, y la comida y atención se han mantenido en un alto estándar.",4
popfire us,"Muy bonito lugar, el sabor de la comida ha decaído.",2
Ali Solis Sanchez,"Como siempre un sevicio profesional y esmerado, la comida suculenta..!!",4
Diana Falcón,"Para el desayuno excelente... El pan, café, fruta...",4
Rocio Maldonado Gomez,"Es un lugar súper bonito, bello y elegante, me encantó excelente servicio, y la comida deliciosa",4
Juan Jose Vega Martinez,Excelente comida y muy buena atención,3
ENRIQUE PARRA GARCIA,"De los mejores lugares para comer en la cdmx!!!! Delicioso, agradable, tranquilo.",4
Araceli,"Los taquitos de lengua son exquisitos, los chiles en nogada sabrosos pero no del otro mundo. La nieve de frambuesa excelente",3
Sara Perez,Fui para pasarla bien por mi cumpleaños con mi mejor amiga y estarme ahí un buen rato pero no me dejaron sentar donde yo quería (en la parte central donde están las flores) y luego me cambian de lugar para pasarme a otra área por su…,1
adrian gomez,"Excelente atención, calidad, precio. Si planean ir en fin de semana reserven con antelación de 3 dias ya que se llena mucho.",4
Bibiana Toscano,"Me encanta, es un Precioso lugar con una atención y servicio como ninguno. La comida es deliciosa!!! Mi lugar preferido",4
Luz Del Mar Brigada Olivier,Muy sabrosa la comida. El chocolate esta riquisimo!,4
luis alberto rosales sanchez,"Lo que prometen lo cumplen, ¡excelente! y más. No se lo pueden perder, sobre todo para disfrutar de un ambiente de tranquilidad y amena charla con familia y amigos. Se esmeran en todo.",4
Luis E. Sanders A.,El filete de mostaza y de pimienta es muy bueno con la sopa de cebolla para arrancar,4
Fernando Chan Hernández,"Fui para mi cumpleaños y estuvo bastante bien, los meseros son serviciales y agradables, atendieron todas nuestras peticiones. La comida es buena, pero nada del otro mundo. El lugar es lindo y espacioso.",4
Santos V,"Muy buen servicio, el mole muy rico",4
Eduardo Corona,Excelente todo. No cambiará absolutamente nada. Uno de los mejores restaurantes de toda la ciudad sin duda alguna.…,4
Myriam Bossert,"Un lugar encantador! Margaritas, mojitos y tacos de pato o de camaron en el patio con unos amigos, una tarde noche perfecta",3
Ericka Delgado,Muy hemoso lugar y atención excelente!!!,4
Adolfo Gamboa,Muy buen ambiente y la comida excelente. Salir a caminar por la zona después es igual una buena idea.,4
Supervisor Metro06,La presentación de la comida para llevar es muy buena. Excelente opción para degustar unos chiles en nogada.,4
Brian Peñaloza,Un lugar formidable con opción a terraza o al salón. Ambos te ofrecen una atmósfera muy agradable y apacible. Lo más tradicional de bebida son las margaritas y también los postres que te hacen al momento en tu mesa. No es un lugar barato…,4
ALEX ROMERO,"Un lugar muy tranquilo y te atiendes al 100, la comida es espectacular muy recomendable!!",4
carlos espinosa,"El lugar es bastante agradable, en verdad es el mejor lugar donde además de la comida se disfruta asistir, con respecto a la comida es buena pero llegan a tener algunos errores, como por ejemplo pedí una sopa azteca y estaba bastante rica,…",3
eduardo leocar,Muy cálido y apetecible el lugar el trato de excelencia. Y bien ubicado,4
Tania Poo,Hermoso lugar. Extraordinario servicio. Deliciosa comida!,4
Organizacion Adn,Buenísimo.. sus jardines son hermosos.. su comida buena y sus tragos bien!,4
Alejandro Ildefonso,Buena atención y muy rica la comida,4
Aylín Reyes,"Es uno de los mejores restaurantes sin duda. Todos los platillos fueron muy buenos, recomiendo el pollo fruta y los camarones con tamarindo. Los postres no se nos hicieron tan buenos, pedimos un pastel de cereza negra y otro de nuez. El servicio fue muy bueno y tienen buenas medidas para el Covid.",4
Saul Gomez,"El lugar es excelente, la cocina es una maravilla, la atención del personal es muy buena y la relación calidad-precio es bastante razonable, lo recomiendo mucho, solo tienen que hacer reservación para q les asignen una mesa, si pueden pedir en el jardín es mejor pero incluso adentro el lugar es muy bonito",4
ana lilia Lopez,"Atentos, excelente servicio, mis enchiladas potosinas muy sabrosas.",3
Laura Botas,"Un lugar hermoso, deliciosa comida y excelente servicio",4
Alberto Jorge Sánchez,Los tacos de pato son deliciosos. Ideal para acudir con niños y en familia por sus amplios jardines.,4
Jorge AG,"Menú variado y súper rico. Precio bastante elevado, no muy apto para la media, pero gran sabor y el lugar en sí es de ensueño. Muy recomendable para ir en familia, con pareja o para festejar cualquier evento.",4
Luis Alberto Olvera Valdés,"El precio es arriba del promedio. La comida es regular y las porciones son verdaderamente ridículas. Pides cecina y dicen que te dan 100 gramos, cuando en realidad son como 50.…",0
Figo Fig,PRO TIP: hackea el código de vestir de este lugar! yo he ido en shorts! ,4
Fer Seve,"Las instalaciones son hermosas, el servicio excelente, pero honestamente 650 pesos por un Filete chateaubriand, me parece exagerado",3
Jeissy Garcia,"Restaurant fundado desde hace 59 años, sabores tradicionales y espectaculares así como el edificio o Casona donde se encuentra ubicado, la atención excelente.",4
ALEX ABRAHAM ramirez,Muy sabroso,3
Gregory Dias,El mejor restaurante de Mexico Una atmosfera como en ningun otro ...autentico ..el mejor Chile en nogada de mi vida ...no puedo pisar cdmx sin visitar El san Angel inn,4
Juan Mendez Mexico,"Un excelente sitio, mucho sabor, excelente pan, atención inmejorable, un desayuno con mimosas!",4
LOURDES GALLEGOS,"Muy bien cuidado ,la atención muy buena",4
Antonio Rodríguez Tostado,"Es un lugar con mucho ambiente, la calidad de los alimentos muy buena y excelente atención",4
Sarah Salazar O,Precioso lugar. Vale la pena el costo y el servicio es muy bueno. Conozcanlo ,4
cristina Montes,"Los platillos se sirven muy simples, porciones muy reducidas a precios caros. La carta de platillos es poco variada. Preferible el restaurante el cardenal",0
Octavio Oliveros,"Exelente, todo muy rico",4
Sergio Sánchez López,"Es un Sanborns pero con precios 2x o 3x más caros y de la misma calidad. El servicio es regular. Me parece un lugar lleno de nostalgia para comensales que prestan más atención en el lugar que en la calidad y sabor de los alimentos. Si, el…",2
Javier Cortizo,Un lugar con magia,4
C.D. Juan Omar Pelcastre,"Un excelente lugar para comer, beber y platicar , excelente música de fondo con música clásica y tradicional , buena atención.",4
Ian Petersen,Tragos increíbles. Lugar increíble. La comida nonla recomiendo tanto. No poder irse de CDMX sin tomar algo aquí!,3
ana cecilia rangel,"Muy bien. Comimos muy rico, lo tradicional y el servicio como siempre de 10. Precio justo",4
LUCA VIEL,"Excelente atención, muy cuidadosos con la limpieza y la protección para evitar contagios. El desayuno delicioso como siempre...",4
Gerardo Rodriguez Quijano,Festejamos 38 aniversario de boda y nos toco alarma sísmica,4
Fernando Hernandez,Excelente lugar de mucho lujo buenos alimentos servicio rápido excelente atención,4
Gabriel Olivares,"El sabor de la comida es muy ordinario, creo que este restaurante goza de mucha fama pero queda mucho a deber en el sabor de los platillos y la atención del personal. Mala relación precio calidad",1
Omegaphoenix 77,"Asistí al restaurante de este bello hotel y puedo decir lo siguiente: Es un gran lugar icónico de San Ángel, ideal para ir a desayunar. Tiene un…",4
josé díaz,"Un lugar de tradición, excelente comida y esmerada atención. Recomiendo reservar",4
Maria Teresa Fernandez,"Buen lugar para desayunar en fin de semana. Recomendable reservar si se quiere un lugar afuera. Por dos personas considerando pan, té, jugo y plato fuerte fueron 600 pesos. No es caro por lo bonito que es. Las porciones no son enormes pero definitivamente no te quedas con hambre. El servicio es excelente.",4
José Lanzagorta,"Delicioso como siempre, lo chilaquiles de morita exquisitos",4
Anna Roll,Excelente. Todo aquí es impecable. Un lugar familiar y con una cocina clasica. Las margaritas son inigualables. El servicio excelente. Es un gasto que vale la pena.,4
Gilberto Morales,"Cuentan con servicio de valet parking, el lugar es bastante amplio aunque se recomienda realizar una reservación, hay área de jardín y área interna, para el área de jardín solo aceptan personas mayores de 18 años debido a que es área de…",4
Chef Rodrigo Resendiz,"Impresionante, hermoso lugar para asistir con la familia, comida tradicional y muy bien preparada, pero las Palmas son para el SERVICIO, total atención al detalle y a las pequeñas cosas que hacen recordar tu visita como un momento muy grato",3
Patxi Alvarez,"El San Ángel Inn ha conservado su buen servicio, buena cocina y ahora con mas opciones para estar al aire libre por la pandemia. Sin duda una muy buena opción para desayunar o comer",3
Andrea Camacho Solorza,Hermoso!! Deliciosa la comida y la atención es muy buena.,4
Alejandra Díaz Mirón,Lugar hermoso! Para comer el mole es buenísimo. Los tacos de pato y los escamoles uff. Deliciosos! Pidan mesa en la terraza (patio).,4
Roberto Alvarez,"Un lugar que se remonta a lo mexicano. Una ex hacienda hecha restaurante con un ambiente espectacular, la música de piano el jardín y el servicio son de fantasía!! Si comida de 5 estrellas!! Y sus postres deliciosos",4
Melissa Diaz,"Es un lugar precioso, con bellos jardines para pasar una tarde agradable, sin embargo la comida no es mejor para el precio...…",3
Rosa Gomez Soto,"Bellísima hacienda estilo colonial ,con jardin frondoso en su terraza donde se sirven comidaa y cenas. Menús deliciosos mejicanos adaptados al paladar europeo (no tan picante) recomendable todo,por resaltar alguno, el puré de champiñones y quesadilla con hongo de maíz (no recuerdo nombre )",4
Carlos Aranda,"Una espléndida arquitectura, con buena comida aunque la atención, en general, ha dejado de ser excelente... Ojalá dejen de vivir de glorias pasadas y aviven la vocación de servicio, la amabilidad y las buenas maneras.",3
Jorge Avila,"Un oasis localizado en una ex hacienda que te da el sentimiento de estar de vacaciones mientras sigues en la ciudad. Su espacio es verde y colonial, y se aleja por completo del típico lugar de desayunos. Su cocina auténticamente mexicana es…",3
Jesus Almazan Barquet,"Muy buen restaurante. Precios un poco altos, pero vale la pena.",4
Our4feet Travelers,Cosmopolita arte..Nice gastrobares.. galerías de arte en la calle para comprar.. rich lugar.. seguro.. grande florerias,4
Carla Mendoza,"Una delicia, todo exquisito, el servicio impecable. El pianista nos cautivó con cada pieza y el patio divino. Sin duda una visita maravillosa!",4
Ani R.,Espacio infantil seguro y muy bien conservado. Tiene horario de cierre a las 17:00. Se entra por grupos de no más de 20pax aprox. Se debe hacer fila para entrar.,4
Bianca Mayleth Navarro,Excelente servicio. Muy cómodo y con todas las medidas de sanidad,4
Uriel Rosas,Excelente lugar podría decir que mis favoritos. La comida es muy rica.…,4
Nohemi Hernández Diaz,"Es un lugarplacentero agradable y muy bonito con jardines, su comida gourmet, el chile en nogada estuvo riquísimo,",4
César Alberto Méndez Ruíz,"Un lugar extremadamente bonito, rico por tradición y excelencia y unos platillos deliciosos, sin dejar a un lado el servicio de todo su personal que jooooooooooooooooder se sacan un 10! Altamente recomendable en especial la machaca con huevo es deliciosa!",4
Antonio Medina,Como siempre excelente cocina y buena atencion,4
Victoria Olguin,El lugar muy bonito,4
Miguel Angel Martínez Dufoó,"Excelente lugar para disfrutar sus jardines, así como una de las mejores comidas típicas Mexicanas",4
Gabriela Eugenia Lopez,"El San Ángel Inn es uno de esos restaurantes ""landmark"" de la Ciudad de México, obligado para locales y visitas del extranjero. La comida es excelente, el servicio impecable y el lugar, ubicado en lo que fuera una antigua hacienda a las…",4
Juan Jose Arroyo,Excelente lugar para desayunar o tomar algo a media tarde. Gran selección de tés y panes. Una carta muy buena y un servicio excelente. Por las tardes tienen charolas para tomar el té. Una gran opción para reuniones de trabajo o sociales,4
Roxane Born,"Típica hacienda mexicana con hermoso patio interior con fuente, la más bonita en la CDMX, situada en el pintoresco San Angel. Ideal para ir a comer los sábados después de haber visitado el bazar del sábado y la casa de Diego y Frida Kahlo que está al lado.",4
OFELIA MEDRANO,"Para nuestra familia el San Angel Inn es un lugar clásico y claslcamente bueno, solo en esta última vlsita, las dos personas que comieron escargots, estuvieron muy mal durante dos días y ameriraron tto médico.",3
Pedro M,"Una catastrofe culinaria! Seguramente la peor comida que he comido en CdMx. Hay un espanto de plato, tostadas de pata de res o algo asi, abominables. Ningun pescado merece ser sacrificado para el ceviche acapulqueño. Tacos de pato? Tortilla…",0
Christian Bazani,"Excelente lugar, alimentos, servicio. Es muy grato regresar y que te reciban como en casa. Gracias. Absolutamente recomendable.",4
Eyecandy Photo,Por tradición le doy las 4 estrellas. Fuimos recientemente pero la comida muy X y tardado para todo. Beneficio de la duda por pandemia no le quito otra estrellas. El lugar es realmente hermoso y de mucha tradición,3
Roberto V,Excelente lugar y comida. Altamente recomendable,4
Jaime Elías Hernández,"Hermoso lugar, gran servicio y deliciosa comida!!!",4
Gerardo Villagrana,"El sitio es impresionante, muy agradable en todos los salones, el jardín es delicioso y la atención de todo el personal es fantástico. El sabor de la comida no le hace justicia al sitio creo que pueden mejorar mucho, el precio está más reflejado en el sitio que por la comida",3
Paulino Visuet,"Súper lugar la ambientación de primera, los platillos buenos pero los precios no hacen sentido para la calidad de los alimentos, pagas por el lugar no por la comida, por cierto nos robaron los del ballet parking (marimbearon)",3
irina ortega,Como siempre excelente servicio y muy rico el desayuno.,4
Laura Botas,Servicio inmejorable y exquisita comida en un hermosísimo lugar.,4
Carlos Tellez,"! Me sorprendió el lugar,comes deliciosa comida mexicana muy tradicional en un bello lugar.un jardín espectacular te lo recomiendo! Si atención de 5 estrellas.",4
Ana Zafra,"El lugar muy lindo, las personas muy amables y la comida deliciosa!! Lo recomiendo, sólo considerar que los precios no están bajos",4
Cristobal Marcet,Comida exquisita en un lugar espléndido y muy bien atendido.,4
Pérez Rosas Stefany Sue,"Excelente atención, precios razonables, comida muy rica. Volvería sin duda",4
frank emilio myfotografonet,"muy lindo, excelente servicio excelente comida DEMASIADO LEJOS LOS BAÑOS hay que atravesar todo el restaurante para ir a ellos",4
German diaz,"No me gustó los chiles en ahogada estaban fríos y con mal sabor,como broche de oro nos salió una garrapata viva en un plato. Sin embargo el lugar está bonito.",0
Jose Luis Ramirez,Excelente comida tradicional mexicana. Comida de negocios,4
Eduardo Badillo,Un lugar muy cálido y tranquilo para disfrutar una buena comida!!,4
Saul Perez,Toda una tradicion en el sur de la CDMX. La comida con un sazon mas que delicioso eso si un poco $$$$ pero vale la pena. El servicio es EXCELENTE,4
mariana itzel patiño garcia,"El servicio, la atención y la comida inigualables, excelente!!!",4
Oscar Amador Salinas,"Excelente lugar comer, tiene variedad de platillos esquisitos para diferentes gustos. Mucha higiene.",4
Jaiher Calatayud Bautista,Mucha tradición y excelente atención. Buena selección de menú mexicano.,4
Estrella Espiña,Las mejores margaritas del mundo.,4
Alej Ortiz,Pasa el tiempo y no pierde el servicio y la calidad. Un lugar para disfrutar.,4
Sergio Cordero,Lugar muy cómodo Par desayunar a las 8 am que abren sobre todo en la terraza,4
L Brown,Un muy bonito lugar. Muy único. Con excelente servicio y muy deliciosa comida. Se recomienda hacer reservación.,4
Adriana Castro,"El cebiche blanco sin callo y sin camarones, una farsa, de la carta o del chef?????",2
Guillem Martí,"Espectacular restaurante en una antigua hacienda. Ha sido restaurado con cuidado y muy buen gusto, y cuenta con unos jardines preciosos. Merece la pena visitarlo solo para ver las instalaciones! Además, la comida y el servicio están acorde…",4
Raquel Saltiel,El lugar es precioso y vale la pena sentarse afuera para ver ese hermoso jardín. La comida regular,4
Maryfer Perez,Hermoso lugar. Recomendado para llevar extranjeros,4
Roberto Solano,"Buena experiencia, buen servicio, buena comida, excepcionales jardines. Recomendable",4
Gabriel Uxmal Hernández,"Es uno de los restaurantes más hermosos de la ciudad de México. El jardín es bellísimo. La atención es excelente, prueba la crema de alcachofa y los camarones con tamarindo y coco.",4
Jose Gordillo,"Muy seguro, mucha higiene, la comida siempre buena y el lugar es muy bonito y cómodo",4
Florencia Hastings,"Un lugar de tradición. Todos los platillos son perfectos y la atención insuperable. La belleza de la Hacienda, sus grandes jardines y fuentes, un ambiente familiar y muy agradable.",4
Maria Sala,Exclusivo y delicioso. Los sábados en la mañana con amigas y mimosas son una delicia! Prueben el pan dulce.,4
hermelinda espinosa de los monteros,Hermoso lugar. Música. Jardines. Excelente atención. Buena presentación de platillos y bebidas. Visitado por muchos turistas. El café del diablo muy bien preparado por Victor...,3
Jose Manuel Gonzalez,"Excelente REST típico mexicano. Lo mejor, la calidad de la comida, el servicio, el surtido. Es una casa colonial con un patio interior precioso. Súper recomendable",4
Ulises Ehatl Juarez Figueroa,"Las margaritas son las mejores, los chiles rellenos muy buenos. Pero el chile en nogada es pésimo, quisieron inventar algo como una espuma de chantilly con la grabada, pero es malísima. No pidan el chile en nogada. El servicio muy bueno y muy amables.",3
Esperanza Ortiz,"Excelente, delicioso, sólo les recomiendo qué cuiden que el baño para discapacitados,no lo usen jóvenes,tuve qué esperar hasta que una jovencita salió",4
Daniela O,"La comida es buenísima, super recomendado el pollo en salsa de fruta.",4
Maria E. Tanabe,"Excelente comida, servicio y lugar maravilloso. Todo un clásico!",4
Martha Denisse Vichido,"Es un lugar hermoso la comida es deliciosa, la atención es excelente... Lo amé!! ",4
Fercho Malagón,"Todo me pareció excelente, higiene, servicio y comida... lo único que yo recomendaría es que se aceptara el ""descorche"" y que instalen bocinas para que se pueda disfrutar la música en vivo que se ofrece desde cualquier lugar del restaurante. Regresaremos... Saludos!!!",3
José Luis Cobos,Lugar precioso pero comida algo insulza.,3
rafael fernandez,Comida buena pero caro para su nivel,2
Andres Millan,Buen restaurante y comida muy exquisita. El servicio es increíble y el lugar es muy agradable y siempre con buena música. Sea un trio o piano.,4
Adrian Mora,"No sé qué le pasó, el servicio decayó, la atención de los meseros deja que desear, no están adaptados para estas situaciones pandémicas, ya que te entregan los cubiertos con sus manos, no están en bolsa o ni con servilletas.…",0
Alfonso Granados,Agradable amable conserva su buena atencion y platos de antaño,4
Carlos Amtmann,"Excelente comida mexicana, con espacios encantadores.",4
SERGIO MORENO,Un lugar excelente para comer.,4
H l,"Un lugar muy agradable para comer y estar, esos jardines y terraplenes, así como su arquitectura juegan un papel importante en la sensación de agrado que evocan al comensal, sanitarios limpios, servicio y atención del personal de mucha cortesía, ampliamente recomendado!",4
Engrandes Bretón Gerardo Adrián,Experiencia de lujo y buen sabor. 100% recomendable.,4
